"Indicator";"Registry";"Cancer";"Age";"Sex";"Year";"Age-specific Rate"
"Incidence";"Ireland";"Lung";"0-14";"Male";"1994";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"1995";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"1996";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"1997";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"1998";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"1999";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2000";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2001";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2002";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2003";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2004";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2005";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2006";"0.23"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2007";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2008";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2009";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2010";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2011";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2012";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2013";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2014";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2015";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2016";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2017";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2018";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2019";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2020";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Male";"2021";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"1994";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"1995";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"1996";"0.24"
"Incidence";"Ireland";"Lung";"0-14";"Female";"1997";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"1998";"0.25"
"Incidence";"Ireland";"Lung";"0-14";"Female";"1999";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2000";"0.25"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2001";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2002";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2003";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2004";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2005";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2006";"0.24"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2007";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2008";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2009";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2010";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2011";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2012";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2013";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2014";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2015";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2016";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2017";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2018";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2019";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2020";"0.00"
"Incidence";"Ireland";"Lung";"0-14";"Female";"2021";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"1994";"0.23"
"Incidence";"Ireland";"Lung";"15-29";"Male";"1995";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"1996";"0.44"
"Incidence";"Ireland";"Lung";"15-29";"Male";"1997";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"1998";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"1999";"0.43"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2000";"0.21"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2001";"0.42"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2002";"0.21"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2003";"0.21"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2004";"0.83"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2005";"0.20"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2006";"0.20"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2007";"0.37"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2008";"0.37"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2009";"1.15"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2010";"0.81"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2011";"0.86"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2012";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2013";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2014";"0.72"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2015";"0.49"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2016";"0.69"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2017";"0.00"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2018";"0.67"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2019";"0.44"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2020";"0.21"
"Incidence";"Ireland";"Lung";"15-29";"Male";"2021";"0.21"
"Incidence";"Ireland";"Lung";"15-29";"Female";"1994";"0.47"
"Incidence";"Ireland";"Lung";"15-29";"Female";"1995";"0.23"
"Incidence";"Ireland";"Lung";"15-29";"Female";"1996";"0.23"
"Incidence";"Ireland";"Lung";"15-29";"Female";"1997";"0.22"
"Incidence";"Ireland";"Lung";"15-29";"Female";"1998";"0.22"
"Incidence";"Ireland";"Lung";"15-29";"Female";"1999";"0.44"
"Incidence";"Ireland";"Lung";"15-29";"Female";"2000";"0.22"
