DiseaseName,DiseaseCode,Country,CountryCode,Registry,Gender,AgeGroup,Incidence,MortalityRate,Year
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Female,30-44,6.32,4.01,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Female,45-59,34.51,27.13,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Female,60-74,62.28,61.44,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Female,75-85+,112.32,101.33,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Male,30-44,6.43,5.63,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Male,45-59,68.67,59.99,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Male,60-74,268.07,237.49,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Rhineland-Palatinate,Male,75-85+,497.42,465.18,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Female,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Female,30-44,9.82,4.91,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Female,45-59,62.4,35.93,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Female,60-74,90.59,76.81,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Female,75-85+,116.51,116.51,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Male,30-44,6.36,4.77,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Male,45-59,101.39,70.98,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Male,60-74,348.99,268.71,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Saarland,Male,75-85+,590.04,577.58,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Female,15-29,0.45,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Female,30-44,7.86,3.32,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Female,45-59,53.57,38.69,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Female,60-74,89.54,69.3,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Female,75-85+,132.52,99.39,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Male,15-29,0.44,0.0,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Male,30-44,3.77,2.9,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Male,45-59,89.85,61.52,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Male,60-74,308.08,252.37,2003
Malignant neoplasm of lung,C0242379,Germany,DE,Schleswig-Holstein,Male,75-85+,541.04,446.15,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,30-44,6.37,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,45-59,75.39,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,60-74,202.92,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,75-85+,233.57,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,30-44,9.48,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,45-59,64.9,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,60-74,294.73,,2003
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,75-85+,310.66,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,15-29,0.21,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,30-44,2.46,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,45-59,33.6,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,60-74,141.9,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,75-85+,236.76,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,15-29,0.21,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,30-44,2.03,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,45-59,52.53,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,60-74,263.13,,2003
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,75-85+,520.86,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Female,30-44,3.22,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Female,45-59,22.24,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Female,60-74,50.59,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Female,75-85+,114.66,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Male,15-29,1.08,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Male,30-44,0.74,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Male,45-59,80.29,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Male,60-74,446.45,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Brescia,Male,75-85+,655.07,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Female,15-29,2.09,0.52,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Female,30-44,2.77,0.46,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Female,45-59,18.62,10.72,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Female,60-74,35.13,35.79,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Female,75-85+,59.59,48.56,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Male,15-29,0.52,0.52,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Male,30-44,4.38,3.89,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Male,45-59,69.15,55.92,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Male,60-74,282.17,249.07,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catania-Messina-Enna,Male,75-85+,397.71,441.51,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Female,30-44,10.96,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Female,45-59,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Female,60-74,5.18,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Female,75-85+,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Male,30-44,3.85,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Male,45-59,58.66,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Male,60-74,210.46,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Catanzaro,Male,75-85+,304.37,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,15-29,0.44,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,30-44,4.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,45-59,26.49,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,60-74,73.21,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,75-85+,109.57,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,15-29,0.43,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,30-44,7.4,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,45-59,65.89,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,60-74,344.46,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,75-85+,674.84,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,30-44,1.45,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,45-59,26.92,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,60-74,77.47,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,75-85+,139.51,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,30-44,5.56,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,45-59,70.12,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,60-74,297.41,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,75-85+,561.02,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Female,30-44,4.57,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Female,45-59,14.64,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Female,60-74,60.69,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Female,75-85+,72.63,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Male,30-44,1.47,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Male,45-59,74.24,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Male,60-74,398.65,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Como,Male,75-85+,594.73,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Female,15-29,1.47,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Female,30-44,3.06,4.08,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Female,45-59,21.58,14.38,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Female,60-74,65.74,50.98,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Female,75-85+,89.31,98.24,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Male,30-44,5.97,1.99,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Male,45-59,95.39,70.62,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Male,60-74,381.11,306.44,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Insubria-Varese,Male,75-85+,620.37,669.46,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Female,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Female,30-44,4.12,2.06,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Female,45-59,25.15,14.21,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Female,60-74,71.34,64.3,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Female,75-85+,115.0,110.79,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Male,30-44,1.04,1.04,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Male,45-59,77.35,75.04,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Male,60-74,359.41,298.08,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Liguria,Male,75-85+,594.4,562.7,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,30-44,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,45-59,13.32,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,60-74,75.56,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,75-85+,107.98,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,30-44,2.13,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,45-59,56.28,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,60-74,340.06,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,75-85+,683.13,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Female,30-44,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Female,45-59,3.99,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Female,60-74,22.57,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Female,75-85+,37.76,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Male,30-44,3.22,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Male,45-59,58.73,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Male,60-74,214.48,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Nuoro,Male,75-85+,257.43,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Female,0-14,0.96,0.96,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Female,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Female,30-44,4.25,4.25,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Female,45-59,10.2,9.35,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Female,60-74,48.24,45.09,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Female,75-85+,63.33,61.46,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Male,30-44,6.78,6.03,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Male,45-59,77.91,61.41,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Male,60-74,302.62,275.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Palermo,Male,75-85+,424.9,389.98,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Female,15-29,2.71,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Female,30-44,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Female,45-59,18.15,14.11,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Female,60-74,72.07,46.75,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Female,75-85+,122.92,102.91,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Male,30-44,8.19,1.64,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Male,45-59,72.41,62.35,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Male,60-74,470.78,433.67,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Pavia,Male,75-85+,580.48,655.95,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Female,30-44,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Female,45-59,11.04,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Female,60-74,33.55,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Female,75-85+,77.2,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Male,30-44,3.03,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Male,45-59,42.97,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Male,60-74,248.97,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Ragusa,Male,75-85+,450.13,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Female,30-44,7.11,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Female,45-59,17.41,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Female,60-74,59.02,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Female,75-85+,89.29,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Male,30-44,3.6,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Male,45-59,76.78,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Male,60-74,271.06,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sassari,Male,75-85+,516.62,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Female,15-29,2.48,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Female,30-44,4.46,4.46,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Female,45-59,23.76,15.84,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Female,60-74,25.85,12.92,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Female,75-85+,34.84,52.26,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Male,30-44,11.29,9.03,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Male,45-59,46.69,57.68,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Male,60-74,349.8,211.34,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Siracusa,Male,75-85+,391.92,357.08,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Female,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Female,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Female,30-44,4.66,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Female,45-59,34.81,17.41,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Female,60-74,53.27,46.61,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Female,75-85+,70.55,80.63,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Male,0-14,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Male,15-29,0.0,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Male,30-44,8.97,0.0,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Male,45-59,112.06,67.23,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Male,60-74,513.7,387.14,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Sondrio,Male,75-85+,775.19,754.24,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Female,15-29,2.43,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Female,30-44,1.72,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Female,45-59,21.57,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Female,60-74,52.68,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Female,75-85+,70.36,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Male,30-44,9.64,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Male,45-59,57.46,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Male,60-74,192.64,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,South Tyrol,Male,75-85+,399.02,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Female,30-44,2.13,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Female,45-59,12.56,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Female,60-74,25.16,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Female,75-85+,55.5,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Male,30-44,2.24,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Male,45-59,65.95,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Male,60-74,249.72,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trapani,Male,75-85+,384.21,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Female,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Female,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Female,30-44,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Female,45-59,19.49,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Female,60-74,43.1,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Female,75-85+,88.19,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Male,0-14,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Male,15-29,0.0,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Male,30-44,1.68,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Male,45-59,51.97,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Male,60-74,235.86,,2003
Malignant neoplasm of lung,C0242379,Italy,IT,Trento,Male,75-85+,448.59,,2003
