DiseaseName,DiseaseCode,Country,CountryCode,Registry,Gender,AgeGroup,Incidence,MortalityRate,Year
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,75-85+,35.0,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,0-14,0.0,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,15-29,0.0,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,30-44,9.69,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,45-59,117.8,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,60-74,388.29,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,75-85+,394.6,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,0-14,0.0,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,15-29,0.78,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,30-44,2.23,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,45-59,13.1,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,60-74,52.81,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,75-85+,40.67,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,0-14,0.0,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,15-29,0.76,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,30-44,10.97,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,45-59,76.65,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,60-74,389.4,,1985
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,75-85+,456.81,,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Female,0-14,0.0,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Female,15-29,0.32,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Female,30-44,5.0,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Female,45-59,61.79,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Female,60-74,198.7,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Female,75-85+,200.1,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Male,0-14,0.0,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Male,15-29,0.31,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Male,30-44,8.85,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Male,45-59,139.19,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Male,60-74,566.56,0.0,1985
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Scotland,Male,75-85+,918.45,0.0,1985
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,15-29,0.11,0.0,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,30-44,3.32,2.26,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,45-59,15.82,14.31,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,60-74,54.3,46.68,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,75-85+,77.36,73.72,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,15-29,0.53,0.21,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,30-44,9.08,6.98,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,45-59,91.44,78.38,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,60-74,304.93,271.42,1986
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,75-85+,486.12,504.91,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,15-29,0.18,0.18,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,30-44,5.48,5.31,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,45-59,62.24,45.84,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,60-74,135.39,114.78,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,75-85+,114.4,117.97,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,15-29,0.84,0.17,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,30-44,5.08,4.23,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,45-59,90.41,80.61,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,60-74,378.5,369.94,1986
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,75-85+,487.4,554.06,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,30-44,1.24,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,45-59,17.38,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,60-74,49.6,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,75-85+,38.59,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,30-44,11.62,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,45-59,156.23,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,60-74,393.34,,1986
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,75-85+,311.17,,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,15-29,0.38,0.0,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,30-44,1.73,1.21,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,45-59,12.84,8.8,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,60-74,47.15,41.15,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,75-85+,61.45,58.1,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,15-29,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,30-44,4.93,2.63,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,45-59,82.15,62.04,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,60-74,414.87,352.12,1986
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,75-85+,564.33,608.72,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Female,30-44,2.06,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Female,45-59,17.33,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Female,60-74,48.06,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Female,75-85+,29.58,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Male,15-29,1.64,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Male,30-44,17.43,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Male,45-59,174.4,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Male,60-74,318.21,,1986
Malignant neoplasm of lung,C0242379,France,FR,Bas-Rhin,Male,75-85+,369.12,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Female,30-44,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Female,45-59,4.23,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Female,60-74,21.3,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Female,75-85+,9.5,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Male,30-44,7.88,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Male,45-59,134.39,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Male,60-74,294.75,,1986
Malignant neoplasm of lung,C0242379,France,FR,Calvados,Male,75-85+,210.34,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Female,30-44,3.96,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Female,45-59,13.36,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Female,60-74,22.44,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Female,75-85+,20.75,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Male,30-44,13.25,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Male,45-59,103.81,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Male,60-74,373.5,,1986
Malignant neoplasm of lung,C0242379,France,FR,Doubs,Male,75-85+,320.47,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Female,30-44,1.86,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Female,45-59,6.54,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Female,60-74,23.49,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Female,75-85+,25.19,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Male,15-29,1.66,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Male,30-44,10.87,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Male,45-59,121.14,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Male,60-74,264.54,,1986
Malignant neoplasm of lung,C0242379,France,FR,Isere,Male,75-85+,285.53,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Female,30-44,1.82,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Female,45-59,9.49,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Female,60-74,26.08,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Female,75-85+,28.95,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Male,30-44,10.57,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Male,45-59,138.6,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Male,60-74,322.08,,1986
Malignant neoplasm of lung,C0242379,France,FR,Somme,Male,75-85+,372.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Female,15-29,2.99,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Female,30-44,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Female,45-59,12.79,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Female,60-74,21.98,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Female,75-85+,33.56,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Male,30-44,3.04,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Male,45-59,84.0,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Male,60-74,238.24,,1986
Malignant neoplasm of lung,C0242379,France,FR,Tarn,Male,75-85+,155.66,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,15-29,3.19,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,30-44,4.21,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,45-59,99.85,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,60-74,178.86,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Female,75-85+,258.23,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,15-29,6.13,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,30-44,0.0,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,45-59,50.21,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,60-74,204.77,,1986
Malignant neoplasm of lung,C0242379,Iceland,IS,Iceland,Male,75-85+,293.06,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Female,15-29,0.21,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Female,30-44,3.91,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Female,45-59,22.74,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Female,60-74,56.53,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Female,75-85+,49.52,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Male,15-29,0.4,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Male,30-44,4.78,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Male,45-59,67.83,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Male,60-74,239.73,,1986
Malignant neoplasm of lung,C0242379,Norway,NO,Norway,Male,75-85+,273.55,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Female,15-29,0.17,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Female,30-44,2.4,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Female,45-59,13.9,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Female,60-74,41.53,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Female,75-85+,61.31,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Male,15-29,0.32,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Male,30-44,16.21,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Male,45-59,209.13,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Male,60-74,417.63,,1986
Malignant neoplasm of lung,C0242379,Slovakia,SK,Slovakia,Male,75-85+,503.39,,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Female,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Female,15-29,0.0,0.44,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Female,30-44,4.18,4.64,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Female,45-59,13.63,15.26,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Female,60-74,30.42,41.62,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Female,75-85+,51.3,65.45,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Male,0-14,0.0,0.45,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Male,15-29,0.88,0.44,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Male,30-44,12.22,10.48,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Male,45-59,143.12,118.98,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Male,60-74,370.0,345.84,1986
Malignant neoplasm of lung,C0242379,Slovenia,SI,Slovenia,Male,75-85+,378.27,357.05,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Female,30-44,2.77,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Female,45-59,8.99,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Female,60-74,19.21,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Female,75-85+,32.18,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Male,15-29,0.37,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Male,30-44,14.47,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Male,45-59,93.46,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Male,60-74,329.96,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Basque Country,Male,75-85+,399.99,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Female,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Female,15-29,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Female,30-44,1.56,0.0,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Female,45-59,1.51,7.54,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Female,60-74,9.96,11.95,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Female,75-85+,22.06,52.94,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Male,0-14,0.0,0.0,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Male,15-29,0.0,0.95,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Male,30-44,1.59,0.0,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Male,45-59,75.07,63.89,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Male,60-74,242.48,230.48,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Granada,Male,75-85+,255.29,315.36,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Female,30-44,2.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Female,45-59,11.81,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Female,60-74,18.9,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Female,75-85+,34.16,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Male,30-44,7.59,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Male,45-59,102.85,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Male,60-74,278.05,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Navarra,Male,75-85+,243.33,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Female,30-44,6.02,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Female,45-59,9.12,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Female,60-74,13.11,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Female,75-85+,11.19,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Male,30-44,15.54,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Male,45-59,69.19,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Male,60-74,263.67,,1986
Malignant neoplasm of lung,C0242379,Spain,ES,Tarragona,Male,75-85+,243.92,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Female,15-29,0.47,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Female,30-44,3.32,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Female,45-59,22.94,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Female,60-74,53.09,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Female,75-85+,59.06,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Male,15-29,0.34,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Male,30-44,4.55,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Male,45-59,43.34,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Male,60-74,157.2,,1986
Malignant neoplasm of lung,C0242379,Sweden,SE,Sweden,Male,75-85+,240.38,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Female,30-44,4.2,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Female,45-59,21.18,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Female,60-74,80.02,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Female,75-85+,37.18,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Male,30-44,4.25,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Male,45-59,87.61,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Male,60-74,330.85,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Basel,Male,75-85+,466.13,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Female,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Female,30-44,8.26,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Female,45-59,23.79,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Female,60-74,51.72,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Female,75-85+,54.27,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Male,15-29,1.8,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Male,30-44,3.85,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Male,45-59,110.19,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Male,60-74,333.79,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,East Switzerland,Male,75-85+,445.95,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Female,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Female,15-29,2.45,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Female,30-44,4.32,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Female,45-59,33.01,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Female,60-74,116.54,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Female,75-85+,89.43,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Male,0-14,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Male,15-29,0.0,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Male,30-44,6.84,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Male,45-59,104.2,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Male,60-74,331.92,,1986
Malignant neoplasm of lung,C0242379,Switzerland,CH,Geneva,Male,75-85+,632.27,,1986
