DiseaseCui,DiseaseName,GeneFusion
C0152013,Adenocarcinoma of lung (disorder),MAPK8::C10orf53
C0152013,Adenocarcinoma of lung (disorder),LAMA3::RMC1
C0152013,Adenocarcinoma of lung (disorder),TSC22D1::PLEKHA5
C0152013,Adenocarcinoma of lung (disorder),EIF3D::PLEKHB2
C0152013,Adenocarcinoma of lung (disorder),TMC5::SYT17
C0152013,Adenocarcinoma of lung (disorder),LRRK2::CCT2
C0152013,Adenocarcinoma of lung (disorder),ACTB::EML2
C0152013,Adenocarcinoma of lung (disorder),RNF10::FBXO21
C0152013,Adenocarcinoma of lung (disorder),TBC1D22A::GRAP2
C0152013,Adenocarcinoma of lung (disorder),ECE1::NIPAL3
C0152013,Adenocarcinoma of lung (disorder),ZNF675::ARL5C
C0152013,Adenocarcinoma of lung (disorder),SFTPC::ZNFX1
C0152013,Adenocarcinoma of lung (disorder),SERPINA1::ANKS1A
C0152013,Adenocarcinoma of lung (disorder),NPTN::NRG1
C0152013,Adenocarcinoma of lung (disorder),BRWD1::SMC1A
C0152013,Adenocarcinoma of lung (disorder),CMC1::GLB1
C0152013,Adenocarcinoma of lung (disorder),GTF2IRD1::ALK
C0152013,Adenocarcinoma of lung (disorder),MRTFB::GID4
C0152013,Adenocarcinoma of lung (disorder),CPNE8::CADM2
C0152013,Adenocarcinoma of lung (disorder),F11::NTRK1
C0152013,Adenocarcinoma of lung (disorder),UBAP2::DCAF12
C0152013,Adenocarcinoma of lung (disorder),LIMD1::LARS2
C0152013,Adenocarcinoma of lung (disorder),WFDC3::OSBPL2
C0152013,Adenocarcinoma of lung (disorder),LACTB2::ITPR2
C0152013,Adenocarcinoma of lung (disorder),TSC22D2::SELENOT
C0152013,Adenocarcinoma of lung (disorder),TMED5::TMIGD3
C0152013,Adenocarcinoma of lung (disorder),AMBRA1::ARHGAP1
C0152013,Adenocarcinoma of lung (disorder),DYSF::ALK
C0152013,Adenocarcinoma of lung (disorder),CTNND1::DOCK8
C0152013,Adenocarcinoma of lung (disorder),EIF4G3::NSUN4
C0152013,Adenocarcinoma of lung (disorder),SLC38A9::KCNIP1
C0152013,Adenocarcinoma of lung (disorder),CUL4A::SUPT16H
C0152013,Adenocarcinoma of lung (disorder),PGC::UBB
C0152013,Adenocarcinoma of lung (disorder),PPP2CA::CDH3
C0152013,Adenocarcinoma of lung (disorder),FAM168A::C2CD3
C0152013,Adenocarcinoma of lung (disorder),NAV2::CNTN5
C0152013,Adenocarcinoma of lung (disorder),RSBN1L::PTPN12
C0152013,Adenocarcinoma of lung (disorder),NCOR2::PGC
C0152013,Adenocarcinoma of lung (disorder),VPS53::ZZEF1
C0152013,Adenocarcinoma of lung (disorder),NTRK1::EPS15
C0152013,Adenocarcinoma of lung (disorder),SPATA2::GSTA5
C0152013,Adenocarcinoma of lung (disorder),PCNX1::RAD51B
C0152013,Adenocarcinoma of lung (disorder),KDM4C::KLK7
C0152013,Adenocarcinoma of lung (disorder),LSM8::MET
C0152013,Adenocarcinoma of lung (disorder),EHBP1::COMMD1
C0152013,Adenocarcinoma of lung (disorder),UBE2D2::SND1
C0152013,Adenocarcinoma of lung (disorder),TSPAN14::VDAC2
C0152013,Adenocarcinoma of lung (disorder),C2ORF42::BCL11A
C0152013,Adenocarcinoma of lung (disorder),BAIAP2L1::LRRC23
C0152013,Adenocarcinoma of lung (disorder),RANBP17::GABRP
C0152013,Adenocarcinoma of lung (disorder),GEMIN4::CRTC3
C0152013,Adenocarcinoma of lung (disorder),B4GALT3::BCAS3
C0152013,Adenocarcinoma of lung (disorder),CPD::GSDMB
C0152013,Adenocarcinoma of lung (disorder),DYNC2I2::ZER1
C0152013,Adenocarcinoma of lung (disorder),LRRC45::GNB1
C0152013,Adenocarcinoma of lung (disorder),MACROD2::TASP1
C0152013,Adenocarcinoma of lung (disorder),PTPRK::FGF7
C0152013,Adenocarcinoma of lung (disorder),CASP7::EDRF1
C0152013,Adenocarcinoma of lung (disorder),ANKRD18B::SNX30
C0152013,Adenocarcinoma of lung (disorder),ZNF205::UBE2I
C0152013,Adenocarcinoma of lung (disorder),RTN3::PLAAT5
C0152013,Adenocarcinoma of lung (disorder),SMURF1::SLC26A5
C0152013,Adenocarcinoma of lung (disorder),MICALL2::SDK1
C0152013,Adenocarcinoma of lung (disorder),PDIA6::TPM2
C0152013,Adenocarcinoma of lung (disorder),VPS4B::SLC22A15
C0152013,Adenocarcinoma of lung (disorder),VIT::ALK
C0152013,Adenocarcinoma of lung (disorder),CSPP1::MAN1A2
C0152013,Adenocarcinoma of lung (disorder),TNRC6B::STK11
C0152013,Adenocarcinoma of lung (disorder),SEL1L::SERTAD2
C0152013,Adenocarcinoma of lung (disorder),RAI14::TTC23L
C0152013,Adenocarcinoma of lung (disorder),PTPRU::SBSPON
C0152013,Adenocarcinoma of lung (disorder),CARS2::ATP11A
C0152013,Adenocarcinoma of lung (disorder),TP53I3::ALK
C0152013,Adenocarcinoma of lung (disorder),ITGB6::SH3PXD2B
C0152013,Adenocarcinoma of lung (disorder),ATP11A::MCF2L
C0152013,Adenocarcinoma of lung (disorder),DOCK9::BAZ1A
C0152013,Adenocarcinoma of lung (disorder),RAD51B::SIVA1
C0152013,Adenocarcinoma of lung (disorder),BMP2K::SLC25A31
C0152013,Adenocarcinoma of lung (disorder),EXOC1::IDO1
C0152013,Adenocarcinoma of lung (disorder),TAOK1::ZNF385C
C0152013,Adenocarcinoma of lung (disorder),GPBP1::BDNF
C0152013,Adenocarcinoma of lung (disorder),KCTD10::TPCN1
C0152013,Adenocarcinoma of lung (disorder),STK11::SRFBP1
C0152013,Adenocarcinoma of lung (disorder),EEA1::UBE2N
C0152013,Adenocarcinoma of lung (disorder),GRB2::SLC25A19
C0152013,Adenocarcinoma of lung (disorder),PRDX1::NTRK1
C0152013,Adenocarcinoma of lung (disorder),MICAL3::PDGFB
C0152013,Adenocarcinoma of lung (disorder),HERC3::RASGEF1B
C0152013,Adenocarcinoma of lung (disorder),NCAPD2::VWF
C0152013,Adenocarcinoma of lung (disorder),UGDH::TLR6
C0152013,Adenocarcinoma of lung (disorder),UBN1::MGRN1
C0152013,Adenocarcinoma of lung (disorder),UBE2D2::MATR3
C0152013,Adenocarcinoma of lung (disorder),SRSF11::LAP3
C0152013,Adenocarcinoma of lung (disorder),RPS14::AP1G2
C0152013,Adenocarcinoma of lung (disorder),ITGA3::MIEN1
C0152013,Adenocarcinoma of lung (disorder),PHF12::TMEM97
C0152013,Adenocarcinoma of lung (disorder),SEMA3F::SLC9A9
C0152013,Adenocarcinoma of lung (disorder),PRSS12::TSPAN5
C0152013,Adenocarcinoma of lung (disorder),IGF2::MCM8
C0152013,Adenocarcinoma of lung (disorder),NIPBL::SLC1A3
C0152013,Adenocarcinoma of lung (disorder),SSH2::NUFIP2
C0152013,Adenocarcinoma of lung (disorder),EZR::SLC22A2
C0152013,Adenocarcinoma of lung (disorder),DNMT1::RAVER1
C0152013,Adenocarcinoma of lung (disorder),TRAPPC10::GRIK1
C0152013,Adenocarcinoma of lung (disorder),RAI14::CLPTM1L
C0152013,Adenocarcinoma of lung (disorder),RBM10::CMAS
C0152013,Adenocarcinoma of lung (disorder),CDK5RAP1::GNAS
C0152013,Adenocarcinoma of lung (disorder),ELMO3::PHAF1
C0152013,Adenocarcinoma of lung (disorder),NCL::SQSTM1
C0152013,Adenocarcinoma of lung (disorder),CATSPERB::TRIP11
C0152013,Adenocarcinoma of lung (disorder),GRAMD1A::KRTDAP
C0152013,Adenocarcinoma of lung (disorder),VIM::IQCE
C0152013,Adenocarcinoma of lung (disorder),COX14::USP9X
C0152013,Adenocarcinoma of lung (disorder),SNX27::TARS2
C0152013,Adenocarcinoma of lung (disorder),ALK::PTPN3
C0152013,Adenocarcinoma of lung (disorder),EEF2::CBS
C0152013,Adenocarcinoma of lung (disorder),IDI1::AKR1C3
C0152013,Adenocarcinoma of lung (disorder),PHRF1::LRRC56
C0152013,Adenocarcinoma of lung (disorder),SLC22A25::PACS1
C0152013,Adenocarcinoma of lung (disorder),PACS2::RAD51B
C0152013,Adenocarcinoma of lung (disorder),LDLR::SMARCA4
C0152013,Adenocarcinoma of lung (disorder),PRRC2B::NUP214
C0152013,Adenocarcinoma of lung (disorder),PPTC7::ARPC3
C0152013,Adenocarcinoma of lung (disorder),TARBP1::BTBD7
C0152013,Adenocarcinoma of lung (disorder),SLMAP::ALK
C0152013,Adenocarcinoma of lung (disorder),RPS6KC1::CD34
C0152013,Adenocarcinoma of lung (disorder),ZNF229::ERCC1
C0152013,Adenocarcinoma of lung (disorder),AGPAT3::APP
C0152013,Adenocarcinoma of lung (disorder),AGPAT3::PFKL
C0152013,Adenocarcinoma of lung (disorder),FNIP1::SUSD4
C0152013,Adenocarcinoma of lung (disorder),SETD2::KIF9
C0152013,Adenocarcinoma of lung (disorder),JMJD1C::TMEM178B
C0152013,Adenocarcinoma of lung (disorder),COL3A1::SUPT16H
C0152013,Adenocarcinoma of lung (disorder),NLK::NF1
C0152013,Adenocarcinoma of lung (disorder),SEPTIN7::GLI3
C0152013,Adenocarcinoma of lung (disorder),EWSR1::CREM
C0152013,Adenocarcinoma of lung (disorder),NR2C1::PTPRB
C0152013,Adenocarcinoma of lung (disorder),ALK::DHX8
C0152013,Adenocarcinoma of lung (disorder),APLP2::TNFSF11
C0152013,Adenocarcinoma of lung (disorder),KDELR2::ROS1
C0152013,Adenocarcinoma of lung (disorder),UBE2R2::TMEM8B
C0152013,Adenocarcinoma of lung (disorder),MICAL3::SLC25A18
C0152013,Adenocarcinoma of lung (disorder),CLPTM1::RPS5
C0152013,Adenocarcinoma of lung (disorder),SAMHD1::SCAND1
C0152013,Adenocarcinoma of lung (disorder),TUBD1::VMP1
C0152013,Adenocarcinoma of lung (disorder),ZFYVE9::CGA
C0152013,Adenocarcinoma of lung (disorder),KHDRBS2::LMBRD1
C0152013,Adenocarcinoma of lung (disorder),FAF1::DCAF6
C0152013,Adenocarcinoma of lung (disorder),TFDP1::CUL4A
C0152013,Adenocarcinoma of lung (disorder),KDM5C::PPP4R1
C0152013,Adenocarcinoma of lung (disorder),TOP1::ADGRL3
C0152013,Adenocarcinoma of lung (disorder),HYOU1::HMGA1
C0152013,Adenocarcinoma of lung (disorder),SLC2A13::RAB3IP
C0152013,Adenocarcinoma of lung (disorder),TWSG1::MYL12A
C0152013,Adenocarcinoma of lung (disorder),FBXO34::HECTD1
C0152013,Adenocarcinoma of lung (disorder),RCC1::PGA3
C0152013,Adenocarcinoma of lung (disorder),RHPN2::VSTM2B
C0152013,Adenocarcinoma of lung (disorder),ZNF638::C2ORF74
C0152013,Adenocarcinoma of lung (disorder),RICTOR::DTNBP1
C0152013,Adenocarcinoma of lung (disorder),VBP1::GABRA3
C0152013,Adenocarcinoma of lung (disorder),LONP2::C22ORF39
C0152013,Adenocarcinoma of lung (disorder),ZNF302::CACNA1A
C0152013,Adenocarcinoma of lung (disorder),UBE2G2::GART
C0152013,Adenocarcinoma of lung (disorder),GATAD2B::ASH1L
C0152013,Adenocarcinoma of lung (disorder),YEATS4::STK38L
C0152013,Adenocarcinoma of lung (disorder),UNK::TMEM94
C0152013,Adenocarcinoma of lung (disorder),EIF4G2::MRNIP
C0152013,Adenocarcinoma of lung (disorder),NUMA1::DHCR7
C0152013,Adenocarcinoma of lung (disorder),MAN2A2::BLM
C0152013,Adenocarcinoma of lung (disorder),ABCC6::LTA4H
C0152013,Adenocarcinoma of lung (disorder),FRS2::OS9
C0152013,Adenocarcinoma of lung (disorder),SDC4::YWHAB
C0152013,Adenocarcinoma of lung (disorder),FUT10::NDUFV2
C0152013,Adenocarcinoma of lung (disorder),ADAM9::TACC1
C0152013,Adenocarcinoma of lung (disorder),RASAL2::GALNTL6
C0152013,Adenocarcinoma of lung (disorder),PUS7L::SMCO2
C0152013,Adenocarcinoma of lung (disorder),ZNF414::MYO1F
C0152013,Adenocarcinoma of lung (disorder),SSR1::FARS2
C0152013,Adenocarcinoma of lung (disorder),TNRC18::RSPH10B
C0152013,Adenocarcinoma of lung (disorder),TRO::NTRK1
C0152013,Adenocarcinoma of lung (disorder),LRRC4C::ALK
C0152013,Adenocarcinoma of lung (disorder),ZNF875::PPP2R3A
C0152013,Adenocarcinoma of lung (disorder),DYNLT3::U2AF2
C0152013,Adenocarcinoma of lung (disorder),SLC16A14::SP110
C0152013,Adenocarcinoma of lung (disorder),MYO10::ST6GALNAC3
C0152013,Adenocarcinoma of lung (disorder),SCAF11::PDGFRA
C0152013,Adenocarcinoma of lung (disorder),GPI::DLGAP2
C0152013,Adenocarcinoma of lung (disorder),CCT3::NDUFV1
C0152013,Adenocarcinoma of lung (disorder),PARVA::MICAL2
C0152013,Adenocarcinoma of lung (disorder),TRIM41::ASB9
C0152013,Adenocarcinoma of lung (disorder),CPNE8::CNTN1
C0152013,Adenocarcinoma of lung (disorder),PRKAR1A::FOXP1
C0152013,Adenocarcinoma of lung (disorder),SPECC1L::MET
C0152013,Adenocarcinoma of lung (disorder),ACYP2::ALK
C0152013,Adenocarcinoma of lung (disorder),ATP2A2::IFT81
C0152013,Adenocarcinoma of lung (disorder),ERBIN::MAST4
C0152013,Adenocarcinoma of lung (disorder),RAD9A::RBM14
C0152013,Adenocarcinoma of lung (disorder),EGFR::SHC1
C0152013,Adenocarcinoma of lung (disorder),COA8::ASPG
C0152013,Adenocarcinoma of lung (disorder),STK39::SCN3A
C0152013,Adenocarcinoma of lung (disorder),RSRC1::MFSD1
C0152013,Adenocarcinoma of lung (disorder),TPM3::ROS1
C0152013,Adenocarcinoma of lung (disorder),NQO1::JAG1
C0152013,Adenocarcinoma of lung (disorder),TBCD::RPTOR
C0152013,Adenocarcinoma of lung (disorder),KDM6A::DCAF7
C0152013,Adenocarcinoma of lung (disorder),ARRB1::KLHL35
C0152013,Adenocarcinoma of lung (disorder),CLIP1::LTK
C0152013,Adenocarcinoma of lung (disorder),BIRC6::ALK
C0152013,Adenocarcinoma of lung (disorder),ZDHHC7::C16ORF74
C0152013,Adenocarcinoma of lung (disorder),TACC2::HS1BP3
C0152013,Adenocarcinoma of lung (disorder),MAP4K5::NIN
C0152013,Adenocarcinoma of lung (disorder),STK3::ZHX2
C0152013,Adenocarcinoma of lung (disorder),TUBD1::USP32
C0152013,Adenocarcinoma of lung (disorder),DENND1B::RCOR3
C0152013,Adenocarcinoma of lung (disorder),GCC2::ANXA4
C0152013,Adenocarcinoma of lung (disorder),EIF4H::ELN
C0152013,Adenocarcinoma of lung (disorder),SNX6::MIPOL1
C0152013,Adenocarcinoma of lung (disorder),TEC::NCAM2
C0152013,Adenocarcinoma of lung (disorder),HAS2::HHLA1
C0152013,Adenocarcinoma of lung (disorder),MST1R::FNDC3B
C0152013,Adenocarcinoma of lung (disorder),SFTPB::DMTN
C0152013,Adenocarcinoma of lung (disorder),KIAA1328::QSER1
C0152013,Adenocarcinoma of lung (disorder),R3HDM2::PLEKHA5
C0152013,Adenocarcinoma of lung (disorder),ZNF644::PTGER3
C0152013,Adenocarcinoma of lung (disorder),ZC3H3::KHDC4
C0152013,Adenocarcinoma of lung (disorder),FHIT::TAFA4
C0152013,Adenocarcinoma of lung (disorder),SPAG5::SYTL1
C0152013,Adenocarcinoma of lung (disorder),FXYD6::CD3G
C0152013,Adenocarcinoma of lung (disorder),BAZ2A::BIN2
C0152013,Adenocarcinoma of lung (disorder),MKLN1::IMMP2L
C0152013,Adenocarcinoma of lung (disorder),G2E3::NAP1L1
C0152013,Adenocarcinoma of lung (disorder),ZNF3::RUNDC3B
C0152013,Adenocarcinoma of lung (disorder),SCYL1::FRMD8
C0152013,Adenocarcinoma of lung (disorder),NUP205::CCDC136
C0152013,Adenocarcinoma of lung (disorder),IKZF1::PHF14
C0152013,Adenocarcinoma of lung (disorder),POLB::UVRAG
C0152013,Adenocarcinoma of lung (disorder),MOSMO::OTOA
C0152013,Adenocarcinoma of lung (disorder),MYO10::ZNF622
C0152013,Adenocarcinoma of lung (disorder),SFTPB::SLC35C1
C0152013,Adenocarcinoma of lung (disorder),LARP4B::IDI2
C0152013,Adenocarcinoma of lung (disorder),MLLT6::LASP1
C0152013,Adenocarcinoma of lung (disorder),TMEM132D::STX2
C0152013,Adenocarcinoma of lung (disorder),NFIX::GCDH
C0152013,Adenocarcinoma of lung (disorder),ZNF277::CPT1A
C0152013,Adenocarcinoma of lung (disorder),NAPSA::UQCRC2
C0152013,Adenocarcinoma of lung (disorder),TAOK1::MAP2K4
C0152013,Adenocarcinoma of lung (disorder),INPP5A::JAKMIP3
C0152013,Adenocarcinoma of lung (disorder),TRRAP::TMEM168
C0152013,Adenocarcinoma of lung (disorder),PPP1R37::CACNG1
C0152013,Adenocarcinoma of lung (disorder),PLS1::TEX264
C0152013,Adenocarcinoma of lung (disorder),C2CD3::NCAM1
C0152013,Adenocarcinoma of lung (disorder),ADPRHL1::TFDP1
C0152013,Adenocarcinoma of lung (disorder),EFHD2::FHAD1
C0152013,Adenocarcinoma of lung (disorder),APTX::PRSS3
C0152013,Adenocarcinoma of lung (disorder),CCDC126::OSBPL3
C0152013,Adenocarcinoma of lung (disorder),TAB2::CCNG2
C0152013,Adenocarcinoma of lung (disorder),SLC12A7::RASGEF1C
C0152013,Adenocarcinoma of lung (disorder),FRS2::PIP4K2C
C0152013,Adenocarcinoma of lung (disorder),SLC12A2::CSNK1A1
C0152013,Adenocarcinoma of lung (disorder),CCDC28A::CLEC16A
C0152013,Adenocarcinoma of lung (disorder),RAB21::FRS2
C0152013,Adenocarcinoma of lung (disorder),SLC35E4::SEC14L2
C0152013,Adenocarcinoma of lung (disorder),COL1A1::PDGFB
C0152013,Adenocarcinoma of lung (disorder),RBBP5::DSTYK
C0152013,Adenocarcinoma of lung (disorder),SEPTIN9::DNAH17
C0152013,Adenocarcinoma of lung (disorder),ARHGEF7::ZDHHC11
C0152013,Adenocarcinoma of lung (disorder),BCL2L1::VWA5B1
C0152013,Adenocarcinoma of lung (disorder),AGFG1::MFF
C0152013,Adenocarcinoma of lung (disorder),OSBPL2::TPX2
C0152013,Adenocarcinoma of lung (disorder),BLOC1S3::GEMIN7
C0152013,Adenocarcinoma of lung (disorder),FEZ2::RAB10
C0152013,Adenocarcinoma of lung (disorder),SMAD2::C10orf90
C0152013,Adenocarcinoma of lung (disorder),HLA-A::ROS1
C0152013,Adenocarcinoma of lung (disorder),UGGT2::COL4A1
C0152013,Adenocarcinoma of lung (disorder),ARHGEF28::UTP15
C0152013,Adenocarcinoma of lung (disorder),TRIM24::ELAPOR2
C0152013,Adenocarcinoma of lung (disorder),ZNF197::TAF3
C0152013,Adenocarcinoma of lung (disorder),EIF3G::SFTPB
C0152013,Adenocarcinoma of lung (disorder),RGS22::NIPAL2
C0152013,Adenocarcinoma of lung (disorder),GSN::HLA-F
C0152013,Adenocarcinoma of lung (disorder),LYST::NID1
C0152013,Adenocarcinoma of lung (disorder),SLC16A1::SENP6
C0152013,Adenocarcinoma of lung (disorder),SAR1A::NPFFR1
C0152013,Adenocarcinoma of lung (disorder),KIF13B::NRG1
C0152013,Adenocarcinoma of lung (disorder),RBM48::PPP1R3A
C0152013,Adenocarcinoma of lung (disorder),HSP90B1::SUPT16H
C0152013,Adenocarcinoma of lung (disorder),ALK::R3HDM1
C0152013,Adenocarcinoma of lung (disorder),CEACAM6::SIAE
C0152013,Adenocarcinoma of lung (disorder),PPP2R1A::TGFB1
C0152013,Adenocarcinoma of lung (disorder),CYTH1::LGALS3BP
C0152013,Adenocarcinoma of lung (disorder),ACOX1::SRP68
C0152013,Adenocarcinoma of lung (disorder),MCU::CNNM2
C0152013,Adenocarcinoma of lung (disorder),FAM118B::ST3GAL4
C0152013,Adenocarcinoma of lung (disorder),CNTN1::TSPAN8
C0152013,Adenocarcinoma of lung (disorder),FRAS1::SHROOM3
C0152013,Adenocarcinoma of lung (disorder),YWHAE::RTN4RL1
C0152013,Adenocarcinoma of lung (disorder),CPSF6::SH3YL1
C0152013,Adenocarcinoma of lung (disorder),CEP85::FAM110D
C0152013,Adenocarcinoma of lung (disorder),ZNF727::SND1
C0152013,Adenocarcinoma of lung (disorder),CTNNA2::ALK
C0152013,Adenocarcinoma of lung (disorder),ARID4A::NPAS3
C0152013,Adenocarcinoma of lung (disorder),PEX14::KIF1B
C0152013,Adenocarcinoma of lung (disorder),AMBRA1::TAGLN
C0152013,Adenocarcinoma of lung (disorder),CLIP1::NTRK1
C0152013,Adenocarcinoma of lung (disorder),ZNF679::VOPP1
C0152013,Adenocarcinoma of lung (disorder),HNRNPA2B1::SIAE
C0152013,Adenocarcinoma of lung (disorder),ANXA6::UTRN
C0152013,Adenocarcinoma of lung (disorder),PIGF::CHMP3
C0152013,Adenocarcinoma of lung (disorder),ZNF268::ASB1
C0152013,Adenocarcinoma of lung (disorder),SLC25A21::MIPOL1
C0152013,Adenocarcinoma of lung (disorder),RIC1::DCAF10
C0152013,Adenocarcinoma of lung (disorder),TSKU::SMTN
C0152013,Adenocarcinoma of lung (disorder),TRIM4::BRAF
C0152013,Adenocarcinoma of lung (disorder),SLC39A8::RET
C0152013,Adenocarcinoma of lung (disorder),TNFRSF6B::CD74
C0152013,Adenocarcinoma of lung (disorder),ENO1::UTRN
C0152013,Adenocarcinoma of lung (disorder),ALK::CACNA1D
C0152013,Adenocarcinoma of lung (disorder),RASSF3::CCDC120
C0152013,Adenocarcinoma of lung (disorder),ABR::YWHAE
C0152013,Adenocarcinoma of lung (disorder),XAF1::PIMREG
C0152013,Adenocarcinoma of lung (disorder),STK24::TRIQK
C0152013,Adenocarcinoma of lung (disorder),TMED2::ALK
C0152013,Adenocarcinoma of lung (disorder),ANAPC2::EXD3
C0152013,Adenocarcinoma of lung (disorder),SLC43A2::PRPF8
C0152013,Adenocarcinoma of lung (disorder),MRTFA::SCGB1C1
C0152013,Adenocarcinoma of lung (disorder),SPOP::LIMA1
C0152013,Adenocarcinoma of lung (disorder),TPR::RET
C0152013,Adenocarcinoma of lung (disorder),IFNAR1::DCLRE1C
C0152013,Adenocarcinoma of lung (disorder),SPDEF::VSTM2B
C0152013,Adenocarcinoma of lung (disorder),ACTN4::RPS16
C0152013,Adenocarcinoma of lung (disorder),PARP12::BRAF
C0152013,Adenocarcinoma of lung (disorder),PDE9A::ABCG1
C0152013,Adenocarcinoma of lung (disorder),COQ6::ACOT4
C0152013,Adenocarcinoma of lung (disorder),ALK::SAP130
C0152013,Adenocarcinoma of lung (disorder),MACROD1::PLAAT3
C0152013,Adenocarcinoma of lung (disorder),LIPI::NTRK1
C0152013,Adenocarcinoma of lung (disorder),EML4::ALK::WDR43
C0152013,Adenocarcinoma of lung (disorder),PPP1R12C::PPP6R1
C0152013,Adenocarcinoma of lung (disorder),DTD1::POU2F3
C0152013,Adenocarcinoma of lung (disorder),ELP3::PNOC
C0152013,Adenocarcinoma of lung (disorder),PLAUR::XRCC1
C0152013,Adenocarcinoma of lung (disorder),UGGT1::FAR1
C0152013,Adenocarcinoma of lung (disorder),CDK15::ALK
C0152013,Adenocarcinoma of lung (disorder),AMN::TNFAIP2
C0152013,Adenocarcinoma of lung (disorder),BMPER::EGFR
C0152013,Adenocarcinoma of lung (disorder),ATP2B4::MACROH2A1
C0152013,Adenocarcinoma of lung (disorder),ACO2::ACTB
C0152013,Adenocarcinoma of lung (disorder),FYTTD1::DNAJC7
C0152013,Adenocarcinoma of lung (disorder),DDX19A::ABCC11
C0152013,Adenocarcinoma of lung (disorder),MUC5AC::CAPN2
C0152013,Adenocarcinoma of lung (disorder),FTL::FADS2
C0152013,Adenocarcinoma of lung (disorder),TMEM87B::MERTK
C0152013,Adenocarcinoma of lung (disorder),IL34::ST3GAL2
C0152013,Adenocarcinoma of lung (disorder),CEACAM6::DDX27
C0152013,Adenocarcinoma of lung (disorder),LAMA3::CABLES1
C0152013,Adenocarcinoma of lung (disorder),RAF1::XPC
C0152013,Adenocarcinoma of lung (disorder),SLC25A13::CHAMP1
C0152013,Adenocarcinoma of lung (disorder),MTM1::VBP1
C0152013,Adenocarcinoma of lung (disorder),PTBP3::SVEP1
C0152013,Adenocarcinoma of lung (disorder),FGF13::STK26
C0152013,Adenocarcinoma of lung (disorder),FMN1::SNRPN
C0152013,Adenocarcinoma of lung (disorder),ZDHHC6::ACSL5
C0152013,Adenocarcinoma of lung (disorder),BCAS3::MAP3K3
C0152013,Adenocarcinoma of lung (disorder),TBX1::SEPTIN5
C0152013,Adenocarcinoma of lung (disorder),RBPMS::NRG1
C0152013,Adenocarcinoma of lung (disorder),SEC14L1::GALK1
C0152013,Adenocarcinoma of lung (disorder),ERC1::WNK1
C0152013,Adenocarcinoma of lung (disorder),PDS5B::POLR1G
C0152013,Adenocarcinoma of lung (disorder),SERGEF::ANKRD29
C0152013,Adenocarcinoma of lung (disorder),OSBPL9::FGGY
C0152013,Adenocarcinoma of lung (disorder),GORASP2::ERICH2
C0152013,Adenocarcinoma of lung (disorder),CTIF::SDHAF4
C0152013,Adenocarcinoma of lung (disorder),TANC2::CRB3
C0152013,Adenocarcinoma of lung (disorder),ARHGDIA::RNF213
C0152013,Adenocarcinoma of lung (disorder),ARMC7::CYB561
C0152013,Adenocarcinoma of lung (disorder),LYZ::SUPT16H
C0152013,Adenocarcinoma of lung (disorder),PRCC::RHBG
C0152013,Adenocarcinoma of lung (disorder),PHF20::NTRK1
C0152013,Adenocarcinoma of lung (disorder),KIAA1958::HSDL2
C0152013,Adenocarcinoma of lung (disorder),NAV1::IPO9
C0152013,Adenocarcinoma of lung (disorder),TNRC18::RNF216
C0152013,Adenocarcinoma of lung (disorder),TBC1D15::MARS1
C0152013,Adenocarcinoma of lung (disorder),IP6K1::UBA7
C0152013,Adenocarcinoma of lung (disorder),FGFR2::ERC1
C0152013,Adenocarcinoma of lung (disorder),SUMF2::EGFR
C0152013,Adenocarcinoma of lung (disorder),NDUFV2::CHST9
C0152013,Adenocarcinoma of lung (disorder),MAP4::SPINK8
C0152013,Adenocarcinoma of lung (disorder),BGN::UTRN
C0152013,Adenocarcinoma of lung (disorder),BMPR2::KIAA2012
C0152013,Adenocarcinoma of lung (disorder),FBF1::HELZ
C0152013,Adenocarcinoma of lung (disorder),DDC::KIAA0040
C0152013,Adenocarcinoma of lung (disorder),MRPL33::RBKS
C0152013,Adenocarcinoma of lung (disorder),BCAS4::PHF20
C0152013,Adenocarcinoma of lung (disorder),PIK3AP1::NDRG1
C0152013,Adenocarcinoma of lung (disorder),ANK3::BRAF
C0152013,Adenocarcinoma of lung (disorder),NCOA6::TCFL5
C0152013,Adenocarcinoma of lung (disorder),MAPKAP1::UHRF1
C0152013,Adenocarcinoma of lung (disorder),CBX4::RFK
C0152013,Adenocarcinoma of lung (disorder),MIER2::NMRK2
C0152013,Adenocarcinoma of lung (disorder),EXOC4::PTAFR
C0152013,Adenocarcinoma of lung (disorder),MUC5B::ZNFX1
C0152013,Adenocarcinoma of lung (disorder),CNOT2::RAB3IP
C0152013,Adenocarcinoma of lung (disorder),ASAP1::RAD51B
C0152013,Adenocarcinoma of lung (disorder),ST14::ERBB2
C0152013,Adenocarcinoma of lung (disorder),SLC14A2::ABHD3
C0152013,Adenocarcinoma of lung (disorder),ZNF253::BAZ1A
C0152013,Adenocarcinoma of lung (disorder),SZT2::EIF2B3
C0152013,Adenocarcinoma of lung (disorder),SIM1::ASCC3
C0152013,Adenocarcinoma of lung (disorder),ZNF638::PHACTR1
C0152013,Adenocarcinoma of lung (disorder),LAMC1::UTRN
C0152013,Adenocarcinoma of lung (disorder),PHF21A::ALKBH3
C0152013,Adenocarcinoma of lung (disorder),KRI1::ODAD3
C0152013,Adenocarcinoma of lung (disorder),SHC1::ASH1L
C0152013,Adenocarcinoma of lung (disorder),ZNF146::NCAM2
