DiseaseCui,DiseaseName,GeneFusion
C0149782,Squamous cell carcinoma of lung,DCAF15::BRME1
C0149782,Squamous cell carcinoma of lung,PHLDB2::RIMS2
C0149782,Squamous cell carcinoma of lung,SCRN1::WIPF3
C0149782,Squamous cell carcinoma of lung,SLC25A13::MAGI2
C0149782,Squamous cell carcinoma of lung,CAMKK1::ITGAE
C0149782,Squamous cell carcinoma of lung,NAALADL2::SMC5
C0149782,Squamous cell carcinoma of lung,FOXJ2::LPCAT3
C0149782,Squamous cell carcinoma of lung,RPL28::GSE1
C0149782,Squamous cell carcinoma of lung,TRIM33::CSMD2
C0149782,Squamous cell carcinoma of lung,SEC23B::PLEKHM3
C0149782,Squamous cell carcinoma of lung,STIM2::GATAD2A
C0149782,Squamous cell carcinoma of lung,ERBB2::TCAP
C0149782,Squamous cell carcinoma of lung,VPS39::TMEM87A
C0149782,Squamous cell carcinoma of lung,DNPEP::TNKS
C0149782,Squamous cell carcinoma of lung,ROBO2::ERLIN2
C0149782,Squamous cell carcinoma of lung,TTC7B::RUNX1
C0149782,Squamous cell carcinoma of lung,ADNP::DLGAP4
C0149782,Squamous cell carcinoma of lung,ASCC3::SIM1
C0149782,Squamous cell carcinoma of lung,KITLG::TNNC1
C0149782,Squamous cell carcinoma of lung,SYNRG::ROBO1
C0149782,Squamous cell carcinoma of lung,AGO2::PTK2
C0149782,Squamous cell carcinoma of lung,PTPRA::SDAD1
C0149782,Squamous cell carcinoma of lung,CREBBP::NAA60
C0149782,Squamous cell carcinoma of lung,TJP2::STX17
C0149782,Squamous cell carcinoma of lung,MCF2L::F10
C0149782,Squamous cell carcinoma of lung,SLC20A2::ZMAT4
C0149782,Squamous cell carcinoma of lung,RAB18::ZBTB20
C0149782,Squamous cell carcinoma of lung,PSME4::PPP1CB
C0149782,Squamous cell carcinoma of lung,PHLPP1::WDR12
C0149782,Squamous cell carcinoma of lung,USP3::HERC1
C0149782,Squamous cell carcinoma of lung,NOMO1::CSNK1A1
C0149782,Squamous cell carcinoma of lung,MEAK7::CYBA
C0149782,Squamous cell carcinoma of lung,SERINC2::ZCCHC17
C0149782,Squamous cell carcinoma of lung,PGLYRP4::S100A2
C0149782,Squamous cell carcinoma of lung,LIFR::BCAS3
C0149782,Squamous cell carcinoma of lung,FNTB::MNAT1
C0149782,Squamous cell carcinoma of lung,SIRT1::DNAJC12
C0149782,Squamous cell carcinoma of lung,ACAP2::XXYLT1
C0149782,Squamous cell carcinoma of lung,RASA2::SPSB4
C0149782,Squamous cell carcinoma of lung,PPM1L::B3GNT5
C0149782,Squamous cell carcinoma of lung,EFHC1::MAPK14
C0149782,Squamous cell carcinoma of lung,LRBA::SH3D19
C0149782,Squamous cell carcinoma of lung,ATRX::LPAR4
C0149782,Squamous cell carcinoma of lung,MARCHF8::MSMB
C0149782,Squamous cell carcinoma of lung,UBE2O::PRPSAP1
C0149782,Squamous cell carcinoma of lung,PDXDC1::NAV2
C0149782,Squamous cell carcinoma of lung,PCGF3::FANCI
C0149782,Squamous cell carcinoma of lung,KAT6A::CSMD1
C0149782,Squamous cell carcinoma of lung,IPO7::WEE1
C0149782,Squamous cell carcinoma of lung,DDHD2::EIF4EBP1
C0149782,Squamous cell carcinoma of lung,CDKAL1::CLCN4
C0149782,Squamous cell carcinoma of lung,BMP7::PIGU
C0149782,Squamous cell carcinoma of lung,ERBB3::SUOX
C0149782,Squamous cell carcinoma of lung,CHAMP1::UNC79
C0149782,Squamous cell carcinoma of lung,KIF26B::SMYD3
C0149782,Squamous cell carcinoma of lung,MARCHF6::IRX4
C0149782,Squamous cell carcinoma of lung,ATF2::CHRNA1
C0149782,Squamous cell carcinoma of lung,DEK::AFF2
C0149782,Squamous cell carcinoma of lung,TSC22D2::ADCY5
C0149782,Squamous cell carcinoma of lung,KIF13A::F13A1
C0149782,Squamous cell carcinoma of lung,HARS1::TMCO6
C0149782,Squamous cell carcinoma of lung,ZBTB20::SH3BGRL
C0149782,Squamous cell carcinoma of lung,ZNF8::SSBP4
C0149782,Squamous cell carcinoma of lung,ABHD12::KIF16B
C0149782,Squamous cell carcinoma of lung,PHF11::SETDB2
C0149782,Squamous cell carcinoma of lung,STIM1::VHL
C0149782,Squamous cell carcinoma of lung,PIP5K1A::TNFAIP8L2
C0149782,Squamous cell carcinoma of lung,LSM14A::URI1
C0149782,Squamous cell carcinoma of lung,PPFIBP1::ZNF329
C0149782,Squamous cell carcinoma of lung,SLC25A36::PEX5L
C0149782,Squamous cell carcinoma of lung,HMCN1::ETNK1
C0149782,Squamous cell carcinoma of lung,CCNY::GJD4
C0149782,Squamous cell carcinoma of lung,PRTG::DPH6
C0149782,Squamous cell carcinoma of lung,SBF2::PRMT3
C0149782,Squamous cell carcinoma of lung,ETHE1::CADM4
C0149782,Squamous cell carcinoma of lung,RANBP9::PHACTR1
C0149782,Squamous cell carcinoma of lung,STARD9::PDIA3
C0149782,Squamous cell carcinoma of lung,C19ORF47::MAP3K10
C0149782,Squamous cell carcinoma of lung,KCNQ3::DNAAF11
C0149782,Squamous cell carcinoma of lung,TOP6BL::PPP6R3
C0149782,Squamous cell carcinoma of lung,PPP1R12A::ATP23
C0149782,Squamous cell carcinoma of lung,JARID2::DTNBP1
C0149782,Squamous cell carcinoma of lung,U2AF2::NLRP9
C0149782,Squamous cell carcinoma of lung,NDUFS6::C7
C0149782,Squamous cell carcinoma of lung,ARRB1::UVRAG
C0149782,Squamous cell carcinoma of lung,BLTP3A::OSBPL1A
C0149782,Squamous cell carcinoma of lung,BCL3::HIPK4
C0149782,Squamous cell carcinoma of lung,YWHAQ::ADAM17
C0149782,Squamous cell carcinoma of lung,RAD51AP1::SLCO1C1
C0149782,Squamous cell carcinoma of lung,PRRX2::NTMT1
C0149782,Squamous cell carcinoma of lung,ARK2C::ZBTB7C
C0149782,Squamous cell carcinoma of lung,SREK1::ST6GAL1
C0149782,Squamous cell carcinoma of lung,ATP11B::FXR1
C0149782,Squamous cell carcinoma of lung,PEPD::NME7
C0149782,Squamous cell carcinoma of lung,THOC5::LYZ
C0149782,Squamous cell carcinoma of lung,UBAP1::UNC13B
C0149782,Squamous cell carcinoma of lung,ANKRD27::ZNF536
C0149782,Squamous cell carcinoma of lung,CDC27::HLF
C0149782,Squamous cell carcinoma of lung,NIPBL::FGF10
C0149782,Squamous cell carcinoma of lung,REL::MAN1A2
C0149782,Squamous cell carcinoma of lung,STIP1::PAK1
C0149782,Squamous cell carcinoma of lung,ATG5::SYNJ2
C0149782,Squamous cell carcinoma of lung,EIF3K::PPP2R2A
C0149782,Squamous cell carcinoma of lung,CCDC127::SDHA
C0149782,Squamous cell carcinoma of lung,NRF1::ADAD2
C0149782,Squamous cell carcinoma of lung,LRP1B::HECW2
C0149782,Squamous cell carcinoma of lung,MED1::SLC39A11
C0149782,Squamous cell carcinoma of lung,TTC28::EP300
C0149782,Squamous cell carcinoma of lung,PHRF1::PTDSS2
C0149782,Squamous cell carcinoma of lung,NF2::MORC2
C0149782,Squamous cell carcinoma of lung,IL17RA::SCARF2
C0149782,Squamous cell carcinoma of lung,BORCS5::PTPRR
C0149782,Squamous cell carcinoma of lung,THADA::EML4
C0149782,Squamous cell carcinoma of lung,SPSB2::DYRK4
C0149782,Squamous cell carcinoma of lung,CTTN::MRGPRF
C0149782,Squamous cell carcinoma of lung,HCFC1::EPHA5
C0149782,Squamous cell carcinoma of lung,SH3D21::THRAP3
C0149782,Squamous cell carcinoma of lung,LAMTOR4::AP4M1
C0149782,Squamous cell carcinoma of lung,MBP::AEBP2
C0149782,Squamous cell carcinoma of lung,FNDC3B::SPATA16
C0149782,Squamous cell carcinoma of lung,MTSS1::FBXO32
C0149782,Squamous cell carcinoma of lung,PNMA5::BCAP31
C0149782,Squamous cell carcinoma of lung,ZCCHC7::ZBTB7C
C0149782,Squamous cell carcinoma of lung,ATP10D::GABRA2
C0149782,Squamous cell carcinoma of lung,GTF2F2::GPALPP1
C0149782,Squamous cell carcinoma of lung,PIGU::ACSS2
C0149782,Squamous cell carcinoma of lung,KIAA1217::LPP
C0149782,Squamous cell carcinoma of lung,SLC12A8::BCAS1
C0149782,Squamous cell carcinoma of lung,CTIF::PSTPIP2
C0149782,Squamous cell carcinoma of lung,PSD3::INTS10
C0149782,Squamous cell carcinoma of lung,PPFIBP2::TSG101
C0149782,Squamous cell carcinoma of lung,USP39::GNLY
C0149782,Squamous cell carcinoma of lung,PPFIA1::TESMIN
C0149782,Squamous cell carcinoma of lung,IRF2::MORN1
C0149782,Squamous cell carcinoma of lung,NKX2-1::SLC25A21
C0149782,Squamous cell carcinoma of lung,UNK::AVIL
C0149782,Squamous cell carcinoma of lung,WASHC4::PCDH9
C0149782,Squamous cell carcinoma of lung,SMU1::AFAP1
C0149782,Squamous cell carcinoma of lung,MFN1::KMT2C
C0149782,Squamous cell carcinoma of lung,COBLL1::NUDT15
C0149782,Squamous cell carcinoma of lung,TTLL5::RGS6
C0149782,Squamous cell carcinoma of lung,RAB3GAP1::CCNT2
C0149782,Squamous cell carcinoma of lung,ZNRF3::MED15
C0149782,Squamous cell carcinoma of lung,FAM114A1::EEPD1
C0149782,Squamous cell carcinoma of lung,DNAJC2::SLC26A5
C0149782,Squamous cell carcinoma of lung,TYMS::YES1
C0149782,Squamous cell carcinoma of lung,DHX40::RNFT1
C0149782,Squamous cell carcinoma of lung,FOCAD::CDKN2A
C0149782,Squamous cell carcinoma of lung,FAM177A1::AP4S1
C0149782,Squamous cell carcinoma of lung,NCALD::NSMCE2
C0149782,Squamous cell carcinoma of lung,FAM227B::FGF7
C0149782,Squamous cell carcinoma of lung,KAT6A::GPAT4
C0149782,Squamous cell carcinoma of lung,COL17A1::CFAP43
C0149782,Squamous cell carcinoma of lung,RBM10::SEC16B
C0149782,Squamous cell carcinoma of lung,RAB40C::MYH11
C0149782,Squamous cell carcinoma of lung,ARID1A::NIPBL
C0149782,Squamous cell carcinoma of lung,DLG1::ZIC1
C0149782,Squamous cell carcinoma of lung,HLA-DOA::MUC21
C0149782,Squamous cell carcinoma of lung,WDR81::CYB5D1
C0149782,Squamous cell carcinoma of lung,ACTR3C::SORCS1
C0149782,Squamous cell carcinoma of lung,RAB14::C5
C0149782,Squamous cell carcinoma of lung,SCRN1::WDR53
C0149782,Squamous cell carcinoma of lung,COL21A1::DST
C0149782,Squamous cell carcinoma of lung,CDC42EP4::SEPTIN10
C0149782,Squamous cell carcinoma of lung,YDJC::CLEC16A
C0149782,Squamous cell carcinoma of lung,STAU1::PLCE1
C0149782,Squamous cell carcinoma of lung,ABHD12B::RNASE1
C0149782,Squamous cell carcinoma of lung,STX6::TNR
C0149782,Squamous cell carcinoma of lung,ZNF98::CPAMD8
C0149782,Squamous cell carcinoma of lung,ATP2A2::EP400
C0149782,Squamous cell carcinoma of lung,KCNQ5::DST
C0149782,Squamous cell carcinoma of lung,TFDP1::ATP4B
C0149782,Squamous cell carcinoma of lung,CCNI::MRPL1
C0149782,Squamous cell carcinoma of lung,NRIP3::DENND2B
C0149782,Squamous cell carcinoma of lung,SETD4::B4GALT6
C0149782,Squamous cell carcinoma of lung,DCBLD2::ABI3BP
C0149782,Squamous cell carcinoma of lung,ALCAM::EPHA6
C0149782,Squamous cell carcinoma of lung,HCK::CCM2L
C0149782,Squamous cell carcinoma of lung,VPS18::ZFYVE19
C0149782,Squamous cell carcinoma of lung,NALF1::FGF14
C0149782,Squamous cell carcinoma of lung,RAB4B::COQ8B
C0149782,Squamous cell carcinoma of lung,OXSR1::SLC22A14
C0149782,Squamous cell carcinoma of lung,POU1F1::TMPRSS15
C0149782,Squamous cell carcinoma of lung,NUMB::IFI16
C0149782,Squamous cell carcinoma of lung,BLTP2::SEZ6
C0149782,Squamous cell carcinoma of lung,KIT::SLC4A4
C0149782,Squamous cell carcinoma of lung,STK3::SULT1A3
C0149782,Squamous cell carcinoma of lung,TRIM73::POR
C0149782,Squamous cell carcinoma of lung,CAMTA1::DHRS3
C0149782,Squamous cell carcinoma of lung,CAMSAP2::CARS1
C0149782,Squamous cell carcinoma of lung,NFX1::TMEM8B
C0149782,Squamous cell carcinoma of lung,LMAN2L::FER1L5
C0149782,Squamous cell carcinoma of lung,CCDC91::PDZRN4
C0149782,Squamous cell carcinoma of lung,NF1::SLC46A1
C0149782,Squamous cell carcinoma of lung,ATP5MG::UBE4A
C0149782,Squamous cell carcinoma of lung,SFMBT2::PRKACB
C0149782,Squamous cell carcinoma of lung,ETNK1::CMAS
C0149782,Squamous cell carcinoma of lung,GLI3::CROT
C0149782,Squamous cell carcinoma of lung,ERC1::SPI1
C0149782,Squamous cell carcinoma of lung,C2ORF42::FAM136A
C0149782,Squamous cell carcinoma of lung,KANSL1::UNC45B
C0149782,Squamous cell carcinoma of lung,LPP::SEC62
C0149782,Squamous cell carcinoma of lung,ACTN4::IGF2BP2
C0149782,Squamous cell carcinoma of lung,DESI2::CATSPERE
C0149782,Squamous cell carcinoma of lung,AKAP10::PSMD11
C0149782,Squamous cell carcinoma of lung,SPPL3::UNC119B
C0149782,Squamous cell carcinoma of lung,OXCT1::TMEM17
C0149782,Squamous cell carcinoma of lung,AK1::ST6GALNAC4
C0149782,Squamous cell carcinoma of lung,SUPT5H::ACVRL1
C0149782,Squamous cell carcinoma of lung,FAM219A::S1PR5
C0149782,Squamous cell carcinoma of lung,TTLL4::MREG
C0149782,Squamous cell carcinoma of lung,RB1::GADD45GIP1
C0149782,Squamous cell carcinoma of lung,SLC1A1::SMARCA2
C0149782,Squamous cell carcinoma of lung,LMTK2::BRI3
C0149782,Squamous cell carcinoma of lung,PAK2::VGLL3
C0149782,Squamous cell carcinoma of lung,ART3::NUP54
C0149782,Squamous cell carcinoma of lung,NF1::RHOT1
C0149782,Squamous cell carcinoma of lung,ALDH18A1::PDLIM1
C0149782,Squamous cell carcinoma of lung,NCOA3::GGT7
C0149782,Squamous cell carcinoma of lung,PRKDC::PRIM2
C0149782,Squamous cell carcinoma of lung,UBE4B::KIF1B
C0149782,Squamous cell carcinoma of lung,TPX2::EYS
C0149782,Squamous cell carcinoma of lung,GPD1L::CMTM7
C0149782,Squamous cell carcinoma of lung,MICALL1::EIF3L
C0149782,Squamous cell carcinoma of lung,NAPG::PIEZO2
C0149782,Squamous cell carcinoma of lung,FGF12::LRRC15
C0149782,Squamous cell carcinoma of lung,ZNF331::NLRP4
C0149782,Squamous cell carcinoma of lung,CYP2S1::UPF1
C0149782,Squamous cell carcinoma of lung,NUP85::NR5A2
C0149782,Squamous cell carcinoma of lung,CSTF3::CCDC73
C0149782,Squamous cell carcinoma of lung,LTBP3::TSPAN32
C0149782,Squamous cell carcinoma of lung,HACD3::RAB11A
C0149782,Squamous cell carcinoma of lung,PLEKHJ1::LINGO3
C0149782,Squamous cell carcinoma of lung,PTK2::UBE2H
C0149782,Squamous cell carcinoma of lung,BMPR2::ATG4B
C0149782,Squamous cell carcinoma of lung,ASAP2::TAF1B
C0149782,Squamous cell carcinoma of lung,EIF2S2::ADRA1D
C0149782,Squamous cell carcinoma of lung,BMP2K::CDS1
C0149782,Squamous cell carcinoma of lung,FNDC3B::SLC7A14
C0149782,Squamous cell carcinoma of lung,USP39::GGCX
C0149782,Squamous cell carcinoma of lung,CDH3::TANGO6
C0149782,Squamous cell carcinoma of lung,TFG::CD46
C0149782,Squamous cell carcinoma of lung,NKAIN2::MS4A12
C0149782,Squamous cell carcinoma of lung,JPH3::OSGIN1
C0149782,Squamous cell carcinoma of lung,PREP::POPDC3
C0149782,Squamous cell carcinoma of lung,PDE7A::ARMC1
C0149782,Squamous cell carcinoma of lung,NHEJ1::ZNF124
C0149782,Squamous cell carcinoma of lung,CXCL13::UTRN
C0149782,Squamous cell carcinoma of lung,LUC7L3::SPATA20
C0149782,Squamous cell carcinoma of lung,PTEN::KIF20B
C0149782,Squamous cell carcinoma of lung,KRT19::PFKP
C0149782,Squamous cell carcinoma of lung,TANGO6::CLEC2L
C0149782,Squamous cell carcinoma of lung,AOPEP::WDR53
C0149782,Squamous cell carcinoma of lung,SFTA3::SLC25A21
C0149782,Squamous cell carcinoma of lung,TMSB10::CLCN3
C0149782,Squamous cell carcinoma of lung,PPP6R3::MGAM
C0149782,Squamous cell carcinoma of lung,MRPS35::PPFIBP1
C0149782,Squamous cell carcinoma of lung,S100A8::FADS2
C0149782,Squamous cell carcinoma of lung,YJU2::ANKRD24
C0149782,Squamous cell carcinoma of lung,SIRT6::CREB3L3
C0149782,Squamous cell carcinoma of lung,AFF1::PTPN13
C0149782,Squamous cell carcinoma of lung,EML1::TTLL5
C0149782,Squamous cell carcinoma of lung,LRMDA::ADK
C0149782,Squamous cell carcinoma of lung,NAALADL2::ABCC5
C0149782,Squamous cell carcinoma of lung,BCL2L11::ACOXL
C0149782,Squamous cell carcinoma of lung,ATP5PB::PIEZO2
C0149782,Squamous cell carcinoma of lung,BRAF::SLC26A4
C0149782,Squamous cell carcinoma of lung,NFX1::UBE2R2
C0149782,Squamous cell carcinoma of lung,KLF12::COMMD6
C0149782,Squamous cell carcinoma of lung,MACROD2::UBOX5
C0149782,Squamous cell carcinoma of lung,PEX13::CHMP3
C0149782,Squamous cell carcinoma of lung,HS6ST3::EIF4EBP1
C0149782,Squamous cell carcinoma of lung,KAT6A::SMIM19
C0149782,Squamous cell carcinoma of lung,LSG1::EIF2B5
C0149782,Squamous cell carcinoma of lung,ARID4B::SOX5
C0149782,Squamous cell carcinoma of lung,ANKRD12::EPB41L3
C0149782,Squamous cell carcinoma of lung,FBLN1::PAK4
C0149782,Squamous cell carcinoma of lung,FAAP100::NPLOC4
C0149782,Squamous cell carcinoma of lung,TANK::SLC38A6
C0149782,Squamous cell carcinoma of lung,COL5A3::THRAP3
C0149782,Squamous cell carcinoma of lung,GTPBP1::FAM227A
C0149782,Squamous cell carcinoma of lung,CHMP3::REEP1
C0149782,Squamous cell carcinoma of lung,NPLOC4::P4HB
C0149782,Squamous cell carcinoma of lung,CENPQ::MMUT
C0149782,Squamous cell carcinoma of lung,ZNF814::ZSCAN18
C0149782,Squamous cell carcinoma of lung,PIK3AP1::TM9SF3
C0149782,Squamous cell carcinoma of lung,LTBP1::BIRC6
C0149782,Squamous cell carcinoma of lung,LIMCH1::OCIAD2
C0149782,Squamous cell carcinoma of lung,LSM1::NSD3
C0149782,Squamous cell carcinoma of lung,TP63::TPRG1
C0149782,Squamous cell carcinoma of lung,EXD3::PNPLA7
C0149782,Squamous cell carcinoma of lung,TFEB::MDFI
C0149782,Squamous cell carcinoma of lung,TMEM241::NPC1
C0149782,Squamous cell carcinoma of lung,CCNL2::MRPL20
C0149782,Squamous cell carcinoma of lung,PPFIA1::LRRC4C
C0149782,Squamous cell carcinoma of lung,MARK2::BUB1B
C0149782,Squamous cell carcinoma of lung,ADAMTSL2::MAPKAP1
C0149782,Squamous cell carcinoma of lung,EHBP1::FAM161A
C0149782,Squamous cell carcinoma of lung,EPB41L2::LAMA2
C0149782,Squamous cell carcinoma of lung,GNB1::CALML6
C0149782,Squamous cell carcinoma of lung,PKP1::CLCN3
C0149782,Squamous cell carcinoma of lung,PAG1::GAD2
C0149782,Squamous cell carcinoma of lung,APOL3::ISX
C0149782,Squamous cell carcinoma of lung,KMT5B::SLITRK4
C0149782,Squamous cell carcinoma of lung,STAG1::NCK1
C0149782,Squamous cell carcinoma of lung,PRIM2::NKAIN2
C0149782,Squamous cell carcinoma of lung,P4HB::L3MBTL4
C0149782,Squamous cell carcinoma of lung,RBM10::ERAS
C0149782,Squamous cell carcinoma of lung,MET::TM4SF4
C0149782,Squamous cell carcinoma of lung,SHANK2::MS4A8
C0149782,Squamous cell carcinoma of lung,BUB1B::PCM1
C0149782,Squamous cell carcinoma of lung,FBXW2::MEGF9
C0149782,Squamous cell carcinoma of lung,PGAP3::GRB7
C0149782,Squamous cell carcinoma of lung,SMAGP::NELL2
C0149782,Squamous cell carcinoma of lung,GALNT2::EYS
C0149782,Squamous cell carcinoma of lung,BAG4::LETM2
C0149782,Squamous cell carcinoma of lung,STK3::SULT1A4
C0149782,Squamous cell carcinoma of lung,WBP2::UNK
C0149782,Squamous cell carcinoma of lung,TAOK1::NF1
C0149782,Squamous cell carcinoma of lung,PSMD11::RHOT1
C0149782,Squamous cell carcinoma of lung,LPP::CHRD
C0149782,Squamous cell carcinoma of lung,MCCC1::FXR1
C0149782,Squamous cell carcinoma of lung,TM7SF3::INTS13
C0149782,Squamous cell carcinoma of lung,RIC1::SLC1A1
C0149782,Squamous cell carcinoma of lung,CEP72::AHRR
C0149782,Squamous cell carcinoma of lung,RAPGEF5::MRPS22
C0149782,Squamous cell carcinoma of lung,ARMC7::JPT1
C0149782,Squamous cell carcinoma of lung,HLTF::OTOL1
C0149782,Squamous cell carcinoma of lung,HDAC9::C8orf34
C0149782,Squamous cell carcinoma of lung,CDKAL1::ASH1L
C0149782,Squamous cell carcinoma of lung,KATNIP::LSM1
C0149782,Squamous cell carcinoma of lung,CLDN12::STEAP1
C0149782,Squamous cell carcinoma of lung,LNX1::IFT122
C0149782,Squamous cell carcinoma of lung,LRRC23::LPCAT3
C0149782,Squamous cell carcinoma of lung,THAP7::PRODH
C0149782,Squamous cell carcinoma of lung,KLHL24::B3GNT5
C0149782,Squamous cell carcinoma of lung,YTHDF2::RAB42
C0149782,Squamous cell carcinoma of lung,CAPN13::GALNT14
C0149782,Squamous cell carcinoma of lung,SEMA4C::FAM178B
C0149782,Squamous cell carcinoma of lung,SMO::TSPAN33
C0149782,Squamous cell carcinoma of lung,ARHGAP44::SLC13A5
C0149782,Squamous cell carcinoma of lung,C6ORF62::RIPOR2
C0149782,Squamous cell carcinoma of lung,SENP6::PPIL6
C0149782,Squamous cell carcinoma of lung,FAM222B::TLCD1
C0149782,Squamous cell carcinoma of lung,YEATS2::ABCC5
C0149782,Squamous cell carcinoma of lung,PANK4::RGS6
C0149782,Squamous cell carcinoma of lung,CLIP4::ALK
C0149782,Squamous cell carcinoma of lung,SMARCA4::C19orf38
C0149782,Squamous cell carcinoma of lung,ATF3::CDH20
C0149782,Squamous cell carcinoma of lung,TIAM1::NRP2
C0149782,Squamous cell carcinoma of lung,KANSL3::BPIFB2
C0149782,Squamous cell carcinoma of lung,BLTP2::ALKBH5
C0149782,Squamous cell carcinoma of lung,TLK1::CREG2
C0149782,Squamous cell carcinoma of lung,DHX30::RPLP1
C0149782,Squamous cell carcinoma of lung,ZC3H13::NFE2L2
C0149782,Squamous cell carcinoma of lung,METTL22::PMM2
C0149782,Squamous cell carcinoma of lung,PPFIA1::ALDH3B1
C0149782,Squamous cell carcinoma of lung,ELL::CRLF1
C0149782,Squamous cell carcinoma of lung,TUBB::MDC1
C0149782,Squamous cell carcinoma of lung,ZNF490::FARSA
C0149782,Squamous cell carcinoma of lung,GPNMB::IRF6
C0149782,Squamous cell carcinoma of lung,MTMR12::CPLANE1
C0149782,Squamous cell carcinoma of lung,MINPP1::ASXL2
C0149782,Squamous cell carcinoma of lung,GNL3::MANF
C0149782,Squamous cell carcinoma of lung,MFSD2A::SLC5A9
C0149782,Squamous cell carcinoma of lung,IL1RAP::TPRG1
C0149782,Squamous cell carcinoma of lung,ZNF518A::ATRNL1
C0149782,Squamous cell carcinoma of lung,METAP1D::HAT1
C0149782,Squamous cell carcinoma of lung,RABGAP1::TTLL11
C0149782,Squamous cell carcinoma of lung,NDUFA11::ZNF846
C0149782,Squamous cell carcinoma of lung,ARFGAP3::PACSIN2
C0149782,Squamous cell carcinoma of lung,EIPR1::MYT1L
C0149782,Squamous cell carcinoma of lung,CCSER1::UGT2A1
C0149782,Squamous cell carcinoma of lung,HMCN1::RNF2
C0149782,Squamous cell carcinoma of lung,CHMP4B::EFCAB8
C0149782,Squamous cell carcinoma of lung,NFX1::NOL6
C0149782,Squamous cell carcinoma of lung,RYR1::SEMA4A
C0149782,Squamous cell carcinoma of lung,TMEM260::MLIP
C0149782,Squamous cell carcinoma of lung,PRRC2C::NAA25
C0149782,Squamous cell carcinoma of lung,LAMC2::OAS2
C0149782,Squamous cell carcinoma of lung,ARFGEF3::XPO5
C0149782,Squamous cell carcinoma of lung,GINS1::SYNDIG1
C0149782,Squamous cell carcinoma of lung,RALGPS1::LMX1B
C0149782,Squamous cell carcinoma of lung,KCTD20::PNPLA1
C0149782,Squamous cell carcinoma of lung,PRKACA::ASF1B
C0149782,Squamous cell carcinoma of lung,ALDH2::LRBA
C0149782,Squamous cell carcinoma of lung,SAV1::PELI2
C0149782,Squamous cell carcinoma of lung,RPS20::LYN
C0149782,Squamous cell carcinoma of lung,DIS3L2::FAM124B
C0149782,Squamous cell carcinoma of lung,ZNF490::ITSN1
C0149782,Squamous cell carcinoma of lung,SNX15::NAALADL1
C0149782,Squamous cell carcinoma of lung,SPATA2L::FANCA
C0149782,Squamous cell carcinoma of lung,TJP3::LRRC8E
C0149782,Squamous cell carcinoma of lung,LMTK2::IMMP2L
C0149782,Squamous cell carcinoma of lung,RTN4::MITD1
C0149782,Squamous cell carcinoma of lung,FAM20C::MKRN1
C0149782,Squamous cell carcinoma of lung,SACS::MIPEP
C0149782,Squamous cell carcinoma of lung,NF1::AGTR1
C0149782,Squamous cell carcinoma of lung,MRPS28::ADAMTS16
C0149782,Squamous cell carcinoma of lung,HECTD4::FMNL2
C0149782,Squamous cell carcinoma of lung,ITPKA::RTF1
C0149782,Squamous cell carcinoma of lung,ATP1B3::GRK7
C0149782,Squamous cell carcinoma of lung,CCAR2::FGFR2
C0149782,Squamous cell carcinoma of lung,NEDD4::RDH10
C0149782,Squamous cell carcinoma of lung,PI4KA::RREB1
C0149782,Squamous cell carcinoma of lung,C1QL1::SLC16A5
C0149782,Squamous cell carcinoma of lung,STX5::WDR74
C0149782,Squamous cell carcinoma of lung,ERG::MAPK11
C0149782,Squamous cell carcinoma of lung,RBM33::CDK14
C0149782,Squamous cell carcinoma of lung,ART3::SLC25A13
C0149782,Squamous cell carcinoma of lung,PAQR8::MAPK14
C0149782,Squamous cell carcinoma of lung,RPL22::RER1
C0149782,Squamous cell carcinoma of lung,TRAPPC8::RNF125
C0149782,Squamous cell carcinoma of lung,TOMM20::DPT
C0149782,Squamous cell carcinoma of lung,RAPGEF1::MCU
C0149782,Squamous cell carcinoma of lung,RCOR1::LSAMP
C0149782,Squamous cell carcinoma of lung,B3GALT2::CFH
C0149782,Squamous cell carcinoma of lung,RICTOR::FGF10
C0149782,Squamous cell carcinoma of lung,AATF::FTL
C0149782,Squamous cell carcinoma of lung,ARHGEF18::TECR
C0149782,Squamous cell carcinoma of lung,BCLAF3::POLA1
C0149782,Squamous cell carcinoma of lung,EIF4EBP1::PRKAA1
C0149782,Squamous cell carcinoma of lung,FARP1::GPC6
C0149782,Squamous cell carcinoma of lung,PRELID2::MEGF10
C0149782,Squamous cell carcinoma of lung,B4GALT5::ZFP64
C0149782,Squamous cell carcinoma of lung,PDE4A::S1PR5
C0149782,Squamous cell carcinoma of lung,ACTN4::KIRREL2
C0149782,Squamous cell carcinoma of lung,WASHC2A::LURAP1L
C0149782,Squamous cell carcinoma of lung,RNF121::PCDH9
C0149782,Squamous cell carcinoma of lung,GATAD2A::RPL28
C0149782,Squamous cell carcinoma of lung,TC2N::LPP
C0149782,Squamous cell carcinoma of lung,MPHOSPH9::CDC6
C0149782,Squamous cell carcinoma of lung,OR9Q1::OR4C46
C0149782,Squamous cell carcinoma of lung,CANX::CCT4
C0149782,Squamous cell carcinoma of lung,ALG6::BMPR1B
C0149782,Squamous cell carcinoma of lung,ME1::GABRR2
C0149782,Squamous cell carcinoma of lung,KIF14::DDX59
C0149782,Squamous cell carcinoma of lung,SMAD2::CD226
C0149782,Squamous cell carcinoma of lung,GSK3B::IMPG2
