STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US18,Indiana,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,6091866,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US09,Connecticut,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,3411777,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US44,Rhode Island,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1050268,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US04,Arizona,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,5160586,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US08,Colorado,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,4326921,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US22,Louisiana,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,4471885,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US30,Montana,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,903773,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US34,New Jersey,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,8430621,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US05,Arkansas,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,2678588,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US31,Nebraska,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1713820,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US01,Alabama,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,4452173,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US06,California,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,33987977,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US56,Wyoming,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,494300,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US28,Mississippi,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,2848353,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US42,Pennsylvania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,12284173,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,572046,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US19,Iowa,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,2929067,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US36,New York,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,19001780,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US32,Nevada,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,2018741,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US20,Kansas,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,2693681,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US54,West Virginia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1807021,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US45,South Carolina,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,4024223,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US33,New Hampshire,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1239882,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US17,Illinois,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,12434161,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US02,Alaska,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,627963,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US47,Tennessee,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,5703719,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US48,Texas,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,20944499,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US41,Oregon,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,3429708,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US27,Minnesota,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,4933692,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US39,Ohio,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,11363543,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US23,Maine,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1277072,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US37,North Carolina,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,8081614,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US50,Vermont,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,609618,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US53,Washington,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,5910512,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1213519,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US49,Utah,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,2244502,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,9952450,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US51,Virginia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,7105817,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,16047515,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,755844,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US25,Massachusetts,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,6361104,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US38,North Dakota,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,642023,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US55,Wisconsin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,5373999,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US16,Idaho,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1299430,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US21,Kentucky,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,4049021,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US13,Georgia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,8227303,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US24,Maryland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,5311034,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US29,Missouri,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,5607285,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US10,Delaware,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,786373,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US35,New Mexico,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,1821204,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US40,Oklahoma,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2000,,3454365,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US35,New Mexico,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1831690,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US40,Oklahoma,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,3467100,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US10,Delaware,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,795699,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US29,Missouri,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,5641142,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US24,Maryland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,5374691,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US13,Georgia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,8377038,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US55,Wisconsin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,5406835,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US16,Idaho,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1319962,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US21,Kentucky,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,4068132,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US25,Massachusetts,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,6397634,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US38,North Dakota,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,639062,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,757972,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,9991120,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US49,Utah,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,2283715,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US51,Virginia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,7198362,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,16356966,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1225948,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US53,Washington,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,5985722,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US37,North Carolina,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,8210122,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US50,Vermont,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,612223,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US39,Ohio,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,11387404,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US23,Maine,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1285692,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US41,Oregon,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,3467937,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US27,Minnesota,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,4982796,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US48,Texas,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,21319622,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US17,Illinois,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,12488445,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US02,Alaska,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,633714,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US47,Tennessee,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,5750789,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US33,New Hampshire,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1255517,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US54,West Virginia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1801481,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US45,South Carolina,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,4064995,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US20,Kansas,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,2702162,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US19,Iowa,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,2931997,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US36,New York,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,19082838,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US32,Nevada,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,2098399,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,574504,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US01,Alabama,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,4467634,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US06,California,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,34479458,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US56,Wyoming,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,494657,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US28,Mississippi,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,2852994,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US42,Pennsylvania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,12298970,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US31,Nebraska,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,1719836,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,US34,New Jersey,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2001,,8492671,,USA,United States,A,Normal value,0,Units,0,Zero
