DiseaseCui,DiseaseName,ChromosomalRearrengementName,ChromosomalRearrengementType
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(q11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p14;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(p12;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;17)(q23;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p13;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p24;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;9)(p13;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q32;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;14)(q37;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(p35;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q15;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p14;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(q22;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(q13;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;18)(p14;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;19)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q42;q43),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q42;q44),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;16)(q24;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;17)(q32;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;18)(q26;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;10)(p25;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p21;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q32;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;19)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(q21;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(22;22)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;22)(p14;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q32;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;17)(p23;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q21;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;7)(p13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p12;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q14;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;10)(p13;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;12)(q13;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;20)(q22;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q31;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(p21;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;19)(p22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;16)(p16;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p22;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;11)(p24;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;6)(p15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;18)(q32;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;17)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q32;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q42;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;7)(q12;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p23;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q13;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;12)(p14;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;18)(q24;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q42;q42),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p15;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;16)(q33;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q31;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q29;q29),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;20)(p13;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;21)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;11)(p24;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p12;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;22)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;22)(p15;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;11)(q22;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;19)(q15;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p12;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;12)(q34;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q13;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(21;21)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;20)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(p36;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q12;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;18)(q21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;22)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(p12;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(p12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;12)(p21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;20)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;8)(p23;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p32;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;10)(p22;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p22;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q42),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;22)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;8)(p15;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;11)(p16;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q31;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(p21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;7)(p23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;19)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;21)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;18)(p36;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;11)(q21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;13)(p14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;19)(q15;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(p31;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;14)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p36;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(p34;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;1)(p22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;1)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;21)(p13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;14)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;22)(p36;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(22;22)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q14;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;14)(p21;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;12)(q11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;18)(q12;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;9)(q35;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;17)(q37;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;2)(p11;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;20)(q23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q33;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;22)(q22;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;12)(q27;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(p23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;13)(p23;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;19)(p13;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p25;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q33;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(q24;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;7)(p32;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q15;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;19)(p15;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p13;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;20)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;16)(q32;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(p11;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p14;p26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;20)(q34;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;11)(p22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p15;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;20)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q33;q37),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;17)(q24;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;14)(q14;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q25;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;20)(q31;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p11;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;19)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(p22;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p21;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;18)(p12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;10)(q35;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p21;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;4)(p33;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;19)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p13;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;15)(q28;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p15;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;20)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;16)(p23;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(p21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p21;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(q14;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;10)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q24;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;12)(p13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;12)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(22;22)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;22)(q26;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;12)(q21;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(q23;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;12)(q35;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(p23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(q32;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(q33;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;15)(q21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;21)(q31;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;19)(p16;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q35;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p36;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;12)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q32;q43),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q25;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p31;p31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;12)(q34;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;12)(p15;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;19)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(q21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;15)(q22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p25;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;17)(p16;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;11)(q22;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(q44;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;20)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;8)(p21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;11)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;7)(p13;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q31;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;7)(p35;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;16)(q34;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;22)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q15;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;19)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;8)(q25;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;17)(q32;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;10)(p22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;16)(q31;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;10)(p22;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;6)(q12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;17)(p14;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q21;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;17)(q34;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q32;q37),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(p35;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;10)(q42;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;19)(q11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;18)(q11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;8)(q21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p33;p33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(p22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(q37;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;19)(q26;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;17)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;22)(q34;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;5)(p24;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;20)(q21;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p33;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(p36;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;15)(q12;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q11;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;21)(p34;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(q32;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p15;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(p34;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p35;p36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q22;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;3)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;22)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(q23;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;19)(q23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q13;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;14)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p35;p35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;22)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q34;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;14)(q23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q12;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q26;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;17)(p25;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p15;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q11;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(p11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;16)(p34;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q23;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;17)(p23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p21;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;16)(p13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(q13;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;16)(q12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;11)(q12;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;9)(p15;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;10)(p23;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;11)(q34;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(q23;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(q31;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q22;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q22;q32),Translocations
