Country,Incidence,Mortality,age,gender,disease_id,disease_name,year,country_id,age_code,ethnicity,people_id,vs_id
Hungary,218.5,183.3,60-74,Female,C0242379,Malignant neoplasm of lung,2022,HU,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_HU_60-74_female_undefined
Ireland,205.9,117.2,60-74,Female,C0242379,Malignant neoplasm of lung,2022,IE,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_IE_60-74_female_undefined
Italy,101.0,72.3,60-74,Female,C0242379,Malignant neoplasm of lung,2022,IT,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_IT_60-74_female_undefined
Latvia,54.6,41.9,60-74,Female,C0242379,Malignant neoplasm of lung,2022,LV,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_LV_60-74_female_undefined
Lithuania,61.2,43.8,60-74,Female,C0242379,Malignant neoplasm of lung,2022,LT,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_LT_60-74_female_undefined
Luxembourg,119.4,99.4,60-74,Female,C0242379,Malignant neoplasm of lung,2022,LU,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_LU_60-74_female_undefined
Malta,64.8,42.5,60-74,Female,C0242379,Malignant neoplasm of lung,2022,MT,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_MT_60-74_female_undefined
Netherlands,234.4,140.7,60-74,Female,C0242379,Malignant neoplasm of lung,2022,NL,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_NL_60-74_female_undefined
Poland,158.6,134.7,60-74,Female,C0242379,Malignant neoplasm of lung,2022,PL,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_PL_60-74_female_undefined
Portugal,66.4,45.0,60-74,Female,C0242379,Malignant neoplasm of lung,2022,PT,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_PT_60-74_female_undefined
Romania,75.4,65.6,60-74,Female,C0242379,Malignant neoplasm of lung,2022,RO,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_RO_60-74_female_undefined
Slovakia,77.7,64.9,60-74,Female,C0242379,Malignant neoplasm of lung,2022,SK,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_SK_60-74_female_undefined
Slovenia,184.8,115.6,60-74,Female,C0242379,Malignant neoplasm of lung,2022,SI,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_SI_60-74_female_undefined
Spain,85.4,58.9,60-74,Female,C0242379,Malignant neoplasm of lung,2022,ES,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_ES_60-74_female_undefined
Sweden,134.5,95.4,60-74,Female,C0242379,Malignant neoplasm of lung,2022,SE,60-74 years,undefined,people_60-74_female_undefined,vstat_C0242379_SE_60-74_female_undefined
Austria,217.2,168.5,60-74,Male,C0242379,Malignant neoplasm of lung,2022,AT,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_AT_60-74_male_undefined
Belgium,303.5,189.7,60-74,Male,C0242379,Malignant neoplasm of lung,2022,BE,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_BE_60-74_male_undefined
Bulgaria,285.4,237.8,60-74,Male,C0242379,Malignant neoplasm of lung,2022,BG,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_BG_60-74_male_undefined
Croatia,402.3,297.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,HR,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_HR_60-74_male_undefined
Cyprus,268.2,251.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,CY,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_CY_60-74_male_undefined
Czechia,231.8,188.4,60-74,Male,C0242379,Malignant neoplasm of lung,2022,CZ,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_CZ_60-74_male_undefined
Denmark,240.2,168.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,DK,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_DK_60-74_male_undefined
Estonia,316.5,251.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,EE,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_EE_60-74_male_undefined
EU-27,267.7,205.0,60-74,Male,C0242379,Malignant neoplasm of lung,2022,EU-27,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_EU-27_60-74_male_undefined
Finland,170.7,130.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,FI,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_FI_60-74_male_undefined
France,292.1,205.4,60-74,Male,C0242379,Malignant neoplasm of lung,2022,FR,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_FR_60-74_male_undefined
Germany,229.7,178.3,60-74,Male,C0242379,Malignant neoplasm of lung,2022,DE,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_DE_60-74_male_undefined
Greece,335.0,268.7,60-74,Male,C0242379,Malignant neoplasm of lung,2022,GR,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_GR_60-74_male_undefined
Hungary,417.4,357.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,HU,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_HU_60-74_male_undefined
Ireland,219.9,136.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,IE,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_IE_60-74_male_undefined
Italy,240.6,169.6,60-74,Male,C0242379,Malignant neoplasm of lung,2022,IT,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_IT_60-74_male_undefined
Latvia,335.0,250.8,60-74,Male,C0242379,Malignant neoplasm of lung,2022,LV,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_LV_60-74_male_undefined
Lithuania,283.1,230.1,60-74,Male,C0242379,Malignant neoplasm of lung,2022,LT,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_LT_60-74_male_undefined
Luxembourg,175.1,161.1,60-74,Male,C0242379,Malignant neoplasm of lung,2022,LU,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_LU_60-74_male_undefined
Malta,169.5,139.8,60-74,Male,C0242379,Malignant neoplasm of lung,2022,MT,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_MT_60-74_male_undefined
Netherlands,246.6,165.7,60-74,Male,C0242379,Malignant neoplasm of lung,2022,NL,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_NL_60-74_male_undefined
Poland,353.0,307.8,60-74,Male,C0242379,Malignant neoplasm of lung,2022,PL,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_PL_60-74_male_undefined
Portugal,219.8,180.3,60-74,Male,C0242379,Malignant neoplasm of lung,2022,PT,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_PT_60-74_male_undefined
Romania,290.9,271.8,60-74,Male,C0242379,Malignant neoplasm of lung,2022,RO,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_RO_60-74_male_undefined
Slovakia,257.5,220.1,60-74,Male,C0242379,Malignant neoplasm of lung,2022,SK,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_SK_60-74_male_undefined
Slovenia,323.5,208.3,60-74,Male,C0242379,Malignant neoplasm of lung,2022,SI,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_SI_60-74_male_undefined
Spain,278.5,208.7,60-74,Male,C0242379,Malignant neoplasm of lung,2022,ES,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_ES_60-74_male_undefined
Sweden,112.7,86.8,60-74,Male,C0242379,Malignant neoplasm of lung,2022,SE,60-74 years,undefined,people_60-74_male_undefined,vstat_C0242379_SE_60-74_male_undefined
Austria,129.3,127.4,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,AT,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_AT_75-85+_female_undefined
Belgium,153.2,131.9,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,BE,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_BE_75-85+_female_undefined
Bulgaria,63.3,59.8,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,BG,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_BG_75-85+_female_undefined
Croatia,153.4,128.8,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,HR,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_HR_75-85+_female_undefined
Cyprus,116.7,131.4,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,CY,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_CY_75-85+_female_undefined
Czechia,164.8,129.0,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,CZ,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_CZ_75-85+_female_undefined
Denmark,319.2,264.3,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,DK,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_DK_75-85+_female_undefined
Estonia,113.2,101.3,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,EE,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_EE_75-85+_female_undefined
EU-27,149.1,129.7,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,EU-27,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_EU-27_75-85+_female_undefined
Finland,171.0,123.5,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,FI,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_FI_75-85+_female_undefined
France,101.2,111.6,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,FR,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_FR_75-85+_female_undefined
Germany,177.2,134.5,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,DE,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_DE_75-85+_female_undefined
Greece,126.1,109.9,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,GR,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_GR_75-85+_female_undefined
Hungary,219.0,201.6,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,HU,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_HU_75-85+_female_undefined
Ireland,318.3,253.8,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,IE,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_IE_75-85+_female_undefined
Italy,167.0,146.5,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,IT,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_IT_75-85+_female_undefined
Latvia,67.0,78.7,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,LV,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_LV_75-85+_female_undefined
Lithuania,75.0,70.5,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,LT,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_LT_75-85+_female_undefined
Luxembourg,270.0,172.9,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,LU,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_LU_75-85+_female_undefined
Malta,88.2,56.1,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,MT,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_MT_75-85+_female_undefined
Netherlands,246.9,212.0,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,NL,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_NL_75-85+_female_undefined
Poland,181.0,161.6,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,PL,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_PL_75-85+_female_undefined
Portugal,107.3,88.9,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,PT,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_PT_75-85+_female_undefined
Romania,98.3,91.6,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,RO,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_RO_75-85+_female_undefined
Slovakia,112.6,104.8,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,SK,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_SK_75-85+_female_undefined
Slovenia,182.8,158.2,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,SI,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_SI_75-85+_female_undefined
Spain,83.6,69.6,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,ES,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_ES_75-85+_female_undefined
Sweden,182.0,199.1,75-85+,Female,C0242379,Malignant neoplasm of lung,2022,SE,75-85+ years,undefined,people_75-85+_female_undefined,vstat_C0242379_SE_75-85+_female_undefined
Austria,268.4,273.7,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,AT,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_AT_75-85+_male_undefined
Belgium,444.5,384.1,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,BE,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_BE_75-85+_male_undefined
Bulgaria,228.8,243.5,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,BG,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_BG_75-85+_male_undefined
Croatia,518.0,491.5,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,HR,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_HR_75-85+_male_undefined
Cyprus,512.4,425.4,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,CY,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_CY_75-85+_male_undefined
Czechia,364.8,301.9,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,CZ,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_CZ_75-85+_male_undefined
Denmark,398.8,378.6,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,DK,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_DK_75-85+_male_undefined
Estonia,500.7,455.1,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,EE,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_EE_75-85+_male_undefined
EU-27,399.2,364.6,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,EU-27,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_EU-27_75-85+_male_undefined
Finland,339.4,276.9,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,FI,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_FI_75-85+_male_undefined
France,372.6,335.9,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,FR,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_FR_75-85+_male_undefined
Germany,383.6,308.0,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,DE,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_DE_75-85+_male_undefined
Greece,519.8,492.4,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,GR,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_GR_75-85+_male_undefined
Hungary,476.0,441.6,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,HU,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_HU_75-85+_male_undefined
Ireland,421.3,323.1,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,IE,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_IE_75-85+_male_undefined
Italy,440.1,442.1,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,IT,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_IT_75-85+_male_undefined
Latvia,413.7,388.8,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,LV,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_LV_75-85+_male_undefined
Lithuania,382.2,314.6,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,LT,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_LT_75-85+_male_undefined
Luxembourg,618.6,357.7,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,LU,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_LU_75-85+_male_undefined
Malta,423.6,333.1,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,MT,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_MT_75-85+_male_undefined
Netherlands,454.0,455.9,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,NL,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_NL_75-85+_male_undefined
Poland,546.6,498.2,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,PL,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_PL_75-85+_male_undefined
Portugal,308.4,305.7,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,PT,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_PT_75-85+_male_undefined
Romania,317.7,313.9,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,RO,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_RO_75-85+_male_undefined
Slovakia,431.2,401.8,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,SK,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_SK_75-85+_male_undefined
Slovenia,376.0,355.3,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,SI,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_SI_75-85+_male_undefined
Spain,391.9,359.9,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,ES,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_ES_75-85+_male_undefined
Sweden,184.5,194.4,75-85+,Male,C0242379,Malignant neoplasm of lung,2022,SE,75-85+ years,undefined,people_75-85+_male_undefined,vstat_C0242379_SE_75-85+_male_undefined
