ChemicalID,CountryName,CountryCode,CityName,Value,Units,Population,Year
As_PM10,Austria,AT,Brixlegg,1.3436,ng.m-3,3124,2013
As_PM10,Austria,AT,Graz,0.5178,ng.m-3,302749,2013
As_PM10,Austria,AT,Illmitz,0.986,ng.m-3,2357,2013
As_PM10,Austria,AT,Leoben,0.9665,ng.m-3,24605,2013
As_PM10,Austria,AT,Linz,0.5946,ng.m-3,211944,2013
As_PM10,Austria,AT,Steyregg,0.5929,ng.m-3,5039,2013
As_PM10,Austria,AT,Wels,0.3438,ng.m-3,65287,2013
As_PM10,Belgium,BE,Antwerpen,18.3723,ng.m-3,544759,2013
As_PM10,Belgium,BE,Beerse,2.7376,ng.m-3,18601,2013
As_PM10,Belgium,BE,Genk,0.2424,ng.m-3,67877,2013
As_PM10,Belgium,BE,Gent,-0.1217,ng.m-3,269597,2013
As_PM10,Belgium,BE,Tournai,0.4922,ng.m-3,68554,2013
As_PM10,Belgium,BE,Zelzate,-0.0841,ng.m-3,13704,2013
As_PM10,Belgium,BE,Zutendaal,0.1051,ng.m-3,7384,2013
As_PM10,Croatia,HR,Sisak,0.8225,ng.m-3,40121,2013
As_PM10,Cyprus,CY,Agia Marina (Xyliatou),0.4229,ng.m-3,102,2013
As_PM10,Cyprus,CY,Lefkosia,0.1508,ng.m-3,56848,2013
As_PM10,Czechia,CZ,Brno,1.6688,ng.m-3,400566,2013
As_PM10,Czechia,CZ,Ceske Budejovice,0.6653,ng.m-3,97377,2013
As_PM10,Czechia,CZ,Cesky Tesin,1.567,ng.m-3,23282,2013
As_PM10,Czechia,CZ,Hradec Kralove,1.2816,ng.m-3,93906,2013
As_PM10,Czechia,CZ,Jihlava,0.6588,ng.m-3,53986,2013
As_PM10,Czechia,CZ,Kolin,1.789,ng.m-3,33229,2013
As_PM10,Czechia,CZ,Korenov,0.6716,ng.m-3,990,2013
As_PM10,Czechia,CZ,Kresin,0.6456,ng.m-3,322,2013
As_PM10,Czechia,CZ,Kucharovice,0.5184,ng.m-3,898,2013
As_PM10,Czechia,CZ,Liberec,0.6511,ng.m-3,107982,2013
As_PM10,Czechia,CZ,Marianske Radcice,2.224,ng.m-3,460,2013
As_PM10,Czechia,CZ,Olomouc,1.5924,ng.m-3,102293,2013
As_PM10,Czechia,CZ,Ostrava,2.6146,ng.m-3,284765,2013
As_PM10,Czechia,CZ,Plzen,2.5377,ng.m-3,185599,2013
As_PM10,Czechia,CZ,Praha,1.5795,ng.m-3,1384732,2013
As_PM10,Czechia,CZ,Sokolov,1.6803,ng.m-3,22155,2013
As_PM10,Czechia,CZ,Stare Hamry,0.8117,ng.m-3,554,2013
As_PM10,Czechia,CZ,Usti Nad Labem,0.5296,ng.m-3,91342,2013
As_PM10,Czechia,CZ,Zlin,0.5513,ng.m-3,74255,2013
As_PM10,Estonia,EE,Kohtla-Jarve,0.2551,ng.m-3,33434,2013
As_PM10,Estonia,EE,Narva,0.2876,ng.m-3,53360,2013
As_PM10,Estonia,EE,Noo,0.3184,ng.m-3,4387,2013
As_PM10,Estonia,EE,Tallinn,0.2453,ng.m-3,457572,2013
As_PM10,Estonia,EE,Vihula,0.1644,ng.m-3,,2013
As_PM10,Finland,FI,Ahtari,0.2272,ng.m-3,5316,2013
As_PM10,Finland,FI,Harjavalta,10.68,ng.m-3,6703,2013
As_PM10,Finland,FI,Helsinki,0.7508,ng.m-3,674500,2013
As_PM10,Finland,FI,Kittila,0.1101,ng.m-3,6822,2013
As_PM10,Finland,FI,Virolahti,0.3664,ng.m-3,2927,2013
As_PM10,France,FR,Aix-En-Provence,0.3096,ng.m-3,147478,2013
As_PM10,France,FR,Albertville,0.8627,ng.m-3,19812,2013
As_PM10,France,FR,Arles,0.4381,ng.m-3,50415,2013
As_PM10,France,FR,Avignon,0.2268,ng.m-3,90330,2013
As_PM10,France,FR,Bassens,0.5242,ng.m-3,7842,2013
As_PM10,France,FR,Berre-L'Etang,0.4088,ng.m-3,13912,2013
As_PM10,France,FR,Bessieres,0.3477,ng.m-3,4197,2013
As_PM10,France,FR,Bourg-Fidele,1.6932,ng.m-3,837,2013
As_PM10,France,FR,Bourg-Les-Valence,0.5229,ng.m-3,19581,2013
As_PM10,France,FR,Cannes,0.2192,ng.m-3,73255,2013
As_PM10,France,FR,Carling,0.376,ng.m-3,3373,2013
As_PM10,France,FR,Champforgeuil,0.4733,ng.m-3,2595,2013
As_PM10,France,FR,Dieulefit,0.2263,ng.m-3,3230,2013
As_PM10,France,FR,Fort-De-France,0.3912,ng.m-3,74921,2013
As_PM10,France,FR,Fos-Sur-Mer,0.5663,ng.m-3,15469,2013
As_PM10,France,FR,Gonfreville-L'Orcher,0.2974,ng.m-3,8961,2013
As_PM10,France,FR,Grande-Synthe,1.3621,ng.m-3,20331,2013
As_PM10,France,FR,Grenoble,0.5769,ng.m-3,157477,2013
As_PM10,France,FR,Gueret,0.2962,ng.m-3,12840,2013
As_PM10,France,FR,Guipry-Messac,0.2325,ng.m-3,7202,2013
As_PM10,France,FR,Jonville-En-Woevre,0.358,ng.m-3,145,2013
As_PM10,France,FR,L'Hopital,0.3083,ng.m-3,5182,2013
As_PM10,France,FR,Le Havre,0.3279,ng.m-3,166058,2013
As_PM10,France,FR,Le Palais-Sur-Vienne,0.6527,ng.m-3,5947,2013
As_PM10,France,FR,Les Ancizes-Comps,0.3583,ng.m-3,1699,2013
As_PM10,France,FR,Lorient,0.5256,ng.m-3,57846,2013
As_PM10,France,FR,Lunel-Viel,0.7,ng.m-3,4488,2013
As_PM10,France,FR,Lyon,0.5269,ng.m-3,522250,2013
As_PM10,France,FR,Marcq-En-Barul,0.6354,ng.m-3,39356,2013
As_PM10,France,FR,Marseille,0.3304,ng.m-3,873076,2013
As_PM10,France,FR,Mayenne,0.18,ng.m-3,12900,2013
As_PM10,France,FR,Nantes,0.4014,ng.m-3,323204,2013
As_PM10,France,FR,Neuves-Maisons,0.6391,ng.m-3,6619,2013
As_PM10,France,FR,Nogent-Sur-Oise,0.4589,ng.m-3,21382,2013
As_PM10,France,FR,Paris,0.363,ng.m-3,2133111,2013
As_PM10,France,FR,Peyrusse-Vieille,0.155,ng.m-3,65,2013
As_PM10,France,FR,Poitiers,0.687,ng.m-3,90240,2013
As_PM10,France,FR,Port-Saint-Louis-Du-Rhone,0.4665,ng.m-3,8446,2013
As_PM10,France,FR,Reims,0.675,ng.m-3,179380,2013
As_PM10,France,FR,Rennes,0.29,ng.m-3,225081,2013
As_PM10,France,FR,Rouen,0.2923,ng.m-3,114083,2013
As_PM10,France,FR,Saint-Esteve,0.2,ng.m-3,11550,2013
As_PM10,France,FR,Saint-Etienne,5.0719,ng.m-3,172718,2013
As_PM10,France,FR,Saint-Pierre-Des-Corps,0.45,ng.m-3,15909,2013
As_PM10,France,FR,Saran,0.2989,ng.m-3,16679,2013
As_PM10,France,FR,Toulon,0.3338,ng.m-3,180452,2013
As_PM10,France,FR,Toulouse,0.2798,ng.m-3,504078,2013
As_PM10,France,FR,Ugine,0.7723,ng.m-3,7148,2013
As_PM10,France,FR,Valenciennes,0.6231,ng.m-3,42991,2013
As_PM10,France,FR,Venissieux,0.7471,ng.m-3,66363,2013
As_PM10,France,FR,Vergeze,3.3,ng.m-3,5621,2013
As_PM10,France,FR,Viviez,0.937,ng.m-3,1216,2013
As_PM10,Germany,DE,Aachen,0.7691,ng.m-3,252769,2013
As_PM10,Germany,DE,Andechs,0.2725,ng.m-3,3865,2013
As_PM10,Germany,DE,Augsburg,0.4342,ng.m-3,303150,2013
As_PM10,Germany,DE,Bad Kreuznach,0.3799,ng.m-3,52989,2013
As_PM10,Germany,DE,Bad Lauterberg Im Harz,0.5223,ng.m-3,10258,2013
As_PM10,Germany,DE,Berlin,0.6242,ng.m-3,3782202,2013
As_PM10,Germany,DE,Bielefeld,0.523,ng.m-3,338410,2013
As_PM10,Germany,DE,Bochum,0.9413,ng.m-3,366385,2013
As_PM10,Germany,DE,Borken,0.6078,ng.m-3,43589,2013
As_PM10,Germany,DE,Borna,1.7023,ng.m-3,20013,2013
As_PM10,Germany,DE,Bosel,0.6026,ng.m-3,8965,2013
As_PM10,Germany,DE,Bottrop,1.1875,ng.m-3,118705,2013
As_PM10,Germany,DE,Braubach,2.0046,ng.m-3,2969,2013
As_PM10,Germany,DE,Buchholz (Westerwald),0.516,ng.m-3,4801,2013
As_PM10,Germany,DE,Chemnitz,1.596,ng.m-3,250681,2013
As_PM10,Germany,DE,Cottbus,1.1696,ng.m-3,100010,2013
As_PM10,Germany,DE,Darmstadt,0.4378,ng.m-3,164792,2013
As_PM10,Germany,DE,Dillingen/ Saar,0.6502,ng.m-3,20070,2013
As_PM10,Germany,DE,Dortmund,0.7959,ng.m-3,595471,2013
As_PM10,Germany,DE,Dresden,2.5918,ng.m-3,566222,2013
As_PM10,Germany,DE,Duisburg,1.0999,ng.m-3,503707,2013
As_PM10,Germany,DE,Dusseldorf,0.8049,ng.m-3,631217,2013
As_PM10,Germany,DE,Frankfurt Am Main,0.453,ng.m-3,775790,2013
As_PM10,Germany,DE,Freiberg,1.9227,ng.m-3,41045,2013
As_PM10,Germany,DE,Gelsenkirchen,0.8585,ng.m-3,265885,2013
As_PM10,Germany,DE,Glashutten,0.2125,ng.m-3,5394,2013
As_PM10,Germany,DE,Gorlitz,3.3032,ng.m-3,56694,2013
As_PM10,Germany,DE,Goslar,0.4865,ng.m-3,50253,2013
As_PM10,Germany,DE,Gottingen,0.6115,ng.m-3,120261,2013
As_PM10,Germany,DE,Gulzow-Pruzen,0.3175,ng.m-3,1611,2013
As_PM10,Germany,DE,Hamburg,2.266,ng.m-3,1910160,2013
As_PM10,Germany,DE,Hanau,0.5337,ng.m-3,103184,2013
As_PM10,Germany,DE,Hannover,0.6246,ng.m-3,548186,2013
As_PM10,Germany,DE,Kamp-Lintfort,0.715,ng.m-3,38731,2013
As_PM10,Germany,DE,Kassel,0.494,ng.m-3,204687,2013
As_PM10,Germany,DE,Koln,0.6232,ng.m-3,1087353,2013
As_PM10,Germany,DE,Krefeld,0.8596,ng.m-3,228550,2013
As_PM10,Germany,DE,Leipzig,1.6144,ng.m-3,619879,2013
As_PM10,Germany,DE,Linden,0.366,ng.m-3,1154,2013
As_PM10,Germany,DE,Lubeck,0.3339,ng.m-3,219044,2013
As_PM10,Germany,DE,Luder,0.4667,ng.m-3,1234,2013
As_PM10,Germany,DE,Lunen,1.8719,ng.m-3,87266,2013
As_PM10,Germany,DE,Mainz,1.0776,ng.m-3,222889,2013
As_PM10,Germany,DE,Monchengladbach,0.5949,ng.m-3,268943,2013
As_PM10,Germany,DE,Mulheim An Der Ruhr,0.8964,ng.m-3,173255,2013
As_PM10,Germany,DE,Munchen,0.57,ng.m-3,1510378,2013
As_PM10,Germany,DE,Neuhausen/Erzgeb.,1.4286,ng.m-3,2520,2013
As_PM10,Germany,DE,Niederzier,0.6994,ng.m-3,14493,2013
As_PM10,Germany,DE,Nordenham,0.9236,ng.m-3,26410,2013
As_PM10,Germany,DE,Nurnberg,0.6183,ng.m-3,526091,2013
As_PM10,Germany,DE,Oberried,0.1482,ng.m-3,2840,2013
As_PM10,Germany,DE,Osnabruck,0.6259,ng.m-3,166960,2013
As_PM10,Germany,DE,Potsdam,0.7404,ng.m-3,187119,2013
As_PM10,Germany,DE,Radebeul,2.1279,ng.m-3,33804,2013
As_PM10,Germany,DE,Raunheim,0.3993,ng.m-3,16564,2013
As_PM10,Germany,DE,Rehlingen-Siersburg,0.3102,ng.m-3,14305,2013
As_PM10,Germany,DE,Riedstadt,0.4373,ng.m-3,24464,2013
As_PM10,Germany,DE,Rostock,0.4333,ng.m-3,210795,2013
As_PM10,Germany,DE,Saarbrucken,0.4643,ng.m-3,183509,2013
As_PM10,Germany,DE,Salzgitter,0.7574,ng.m-3,105039,2013
As_PM10,Germany,DE,Simmerath,0.3148,ng.m-3,15955,2013
As_PM10,Germany,DE,Sommerda,0.3191,ng.m-3,19052,2013
As_PM10,Germany,DE,Stechlin,0.5251,ng.m-3,1173,2013
As_PM10,Germany,DE,Stolberg (Rhld.),3.8596,ng.m-3,56584,2013
As_PM10,Germany,DE,Suhl,0.3315,ng.m-3,36986,2013
As_PM10,Germany,DE,Sylt,0.3167,ng.m-3,13679,2013
As_PM10,Germany,DE,Trier,0.4754,ng.m-3,112737,2013
As_PM10,Germany,DE,Trockenborn-Wolfersdorf,0.3585,ng.m-3,627,2013
As_PM10,Germany,DE,Volklingen,0.5922,ng.m-3,40358,2013
As_PM10,Germany,DE,Wetzlar,0.8675,ng.m-3,54629,2013
As_PM10,Germany,DE,Wiesbaden,0.457,ng.m-3,285522,2013
As_PM10,Germany,DE,Wilhelmshaven,0.4075,ng.m-3,76247,2013
As_PM10,Germany,DE,Worms,0.4948,ng.m-3,85609,2013
As_PM10,Germany,DE,Wuppertal,0.6395,ng.m-3,358938,2013
As_PM10,Germany,DE,Wurzburg,0.6775,ng.m-3,128246,2013
As_PM10,Germany,DE,Zingst,0.3766,ng.m-3,3098,2013
As_PM10,Germany,DE,Zittau,3.3942,ng.m-3,24710,2013
As_PM10,Italy,IT,Acri,0.24,ng.m-3,18574,2013
As_PM10,Italy,IT,Alghero,0.0,ng.m-3,42265,2013
As_PM10,Italy,IT,Aosta,1.0,ng.m-3,33176,2013
As_PM10,Italy,IT,Botricello,0.24,ng.m-3,4989,2013
As_PM10,Italy,IT,Brescia,2.1009,ng.m-3,198688,2013
As_PM10,Italy,IT,Cagliari,0.5411,ng.m-3,147378,2013
As_PM10,Italy,IT,Cairo Montenotte,1.018,ng.m-3,12766,2013
As_PM10,Italy,IT,Camin - Via Borso,2.1391,ng.m-3,,2013
As_PM10,Italy,IT,Ciampino,0.4757,ng.m-3,38774,2013
As_PM10,Italy,IT,Civitavecchia,0.6314,ng.m-3,51750,2013
As_PM10,Italy,IT,Colleferro,0.3679,ng.m-3,20487,2013
As_PM10,Italy,IT,Cosenza,0.2465,ng.m-3,63693,2013
As_PM10,Italy,IT,Crotone,3.3333,ng.m-3,58294,2013
As_PM10,Italy,IT,Darfo Boario Terme,2.3344,ng.m-3,15787,2013
As_PM10,Italy,IT,Fontechiari,0.7114,ng.m-3,1222,2013
As_PM10,Italy,IT,Frosinone,0.9477,ng.m-3,43454,2013
As_PM10,Italy,IT,Genova,0.5198,ng.m-3,561947,2013
As_PM10,Italy,IT,Gubbio,0.6,ng.m-3,30358,2013
As_PM10,Italy,IT,La Spezia,0.5419,ng.m-3,92715,2013
As_PM10,Italy,IT,Loc. Fontanebianche,2.6114,ng.m-3,,2013
As_PM10,Italy,IT,Loc. Villafora,1.5269,ng.m-3,,2013
As_PM10,Italy,IT,Macerata,0.4049,ng.m-3,40553,2013
As_PM10,Italy,IT,Macomer,0.0,ng.m-3,9193,2013
As_PM10,Italy,IT,Magenta,4.1913,ng.m-3,24598,2013
As_PM10,Italy,IT,Martirano Lombardo,0.4766,ng.m-3,948,2013
As_PM10,Italy,IT,Messina; Viale Boccetta N.774,1.4331,ng.m-3,217895,2013
As_PM10,Italy,IT,Milano,2.1012,ng.m-3,1371850,2013
As_PM10,Italy,IT,Milazzo; Via Carrubbaro N.2-18,1.1265,ng.m-3,29998,2013
As_PM10,Italy,IT,Monserrato,0.1782,ng.m-3,18821,2013
As_PM10,Italy,IT,Olbia,0.0,ng.m-3,61495,2013
As_PM10,Italy,IT,Palermo; Piazza Indipendenza S.N.,0.4743,ng.m-3,628894,2013
As_PM10,Italy,IT,Parco La Mandria C/O Cascina Peppinella,0.7083,ng.m-3,96873,2013
As_PM10,Italy,IT,Piazza Delle Repubblica,0.7167,ng.m-3,,2013
As_PM10,Italy,IT,Piazza Ii Reggimento Alpini,0.7083,ng.m-3,,2013
As_PM10,Italy,IT,Platania,0.24,ng.m-3,1956,2013
As_PM10,Italy,IT,Porto Torres,0.2548,ng.m-3,21020,2013
As_PM10,Italy,IT,Portoscuso,2.7133,ng.m-3,4792,2013
As_PM10,Italy,IT,Priolo Gargallo; Via Del Fico C/O Centro Polivalente,2.146,ng.m-3,11198,2013
As_PM10,Italy,IT,Rocca Di Neto,0.24,ng.m-3,5307,2013
As_PM10,Italy,IT,Roccaforte Del Greco,0.24,ng.m-3,9097,2013
As_PM10,Italy,IT,Roggiano Gravina,0.24,ng.m-3,6764,2013
As_PM10,Italy,IT,Roma,0.4629,ng.m-3,2754719,2013
As_PM10,Italy,IT,Sacca Fisola; Venezia,4.8058,ng.m-3,250369,2013
As_PM10,Italy,IT,San Ferdinando,0.24,ng.m-3,4309,2013
As_PM10,Italy,IT,Sarroch,0.0767,ng.m-3,5001,2013
As_PM10,Italy,IT,Sassari,0.0,ng.m-3,120875,2013
As_PM10,Italy,IT,Savona,0.7292,ng.m-3,58620,2013
As_PM10,Italy,IT,Schivenoglia,4.0361,ng.m-3,1071,2013
As_PM10,Italy,IT,Serra San Bruno,0.24,ng.m-3,304,2013
As_PM10,Italy,IT,Seulo,0.0,ng.m-3,15937,2013
As_PM10,Italy,IT,Siniscola,0.0,ng.m-3,11135,2013
As_PM10,Italy,IT,Siracusa; Via Gela N.11 C/O Istituto Emanuele Giaraca,1.8355,ng.m-3,116051,2013
As_PM10,Italy,IT,Soresina,2.7922,ng.m-3,96873,2013
As_PM10,Italy,IT,Spoleto,1.1,ng.m-3,36186,2013
As_PM10,Italy,IT,Strongoli,3.239,ng.m-3,6159,2013
As_PM10,Italy,IT,Talsano,0.5,ng.m-3,,2013
As_PM10,Italy,IT,Terni,2.9313,ng.m-3,106677,2013
As_PM10,Italy,IT,Trento,3.6667,ng.m-3,118886,2013
As_PM10,Italy,IT,Vado Ligure,0.4682,ng.m-3,8005,2013
As_PM10,Italy,IT,Via Bagno 10 C/O Campo Sportivo,0.7083,ng.m-3,,2013
As_PM10,Italy,IT,Via Bissuola,4.0641,ng.m-3,,2013
As_PM10,Italy,IT,Via Ca' Rasi,1.6089,ng.m-3,,2013
As_PM10,Italy,IT,Via Cimitero - Casirate D'Adda (Bg),4.9169,ng.m-3,4084,2013
As_PM10,Italy,IT,Via Consolata 10; Torino,0.7083,ng.m-3,846926,2013
As_PM10,Italy,IT,Via Donizetti; 15 C/O Campo Coni,0.7083,ng.m-3,14866,2013
As_PM10,Italy,IT,Via Ferrarin,1.6414,ng.m-3,,2013
As_PM10,Italy,IT,Via Garigliano,0.8505,ng.m-3,66,2013
As_PM10,Italy,IT,Via Grotto,1.77,ng.m-3,,2013
As_PM10,Italy,IT,Via Lago Di Garda,2.6023,ng.m-3,4113,2013
As_PM10,Italy,IT,Via Lancieri Di Novara,2.5429,ng.m-3,102518,2013
As_PM10,Italy,IT,Via Machiavelli,0.5085,ng.m-3,,2013
As_PM10,Italy,IT,Via Perdalonga - Quartu Sant'Elena (Ca),0.0,ng.m-3,68463,2013
As_PM10,Italy,IT,Via R. Kennedy Bari,0.5674,ng.m-3,316212,2013
As_PM10,Italy,IT,Via Roma Angolo Via Des Moines,0.7083,ng.m-3,,2013
As_PM10,Italy,IT,Via Rosati 139,0.6751,ng.m-3,14662,2013
As_PM10,Italy,IT,Via Tommaseo,1.4947,ng.m-3,,2013
As_PM10,Italy,IT,Via Vecellio,1.2111,ng.m-3,,2013
As_PM10,Italy,IT,Viale Roma 7/E,0.7083,ng.m-3,,2013
As_PM10,Latvia,LV,Liepaja,0.6568,ng.m-3,66368,2013
As_PM10,Latvia,LV,Riga,0.4648,ng.m-3,601230,2013
As_PM10,Latvia,LV,Rucava,0.4448,ng.m-3,,2013
As_PM10,Latvia,LV,Ventspils,0.4579,ng.m-3,32497,2013
As_PM10,Lithuania,LT,Irmn Seninija,0.1943,ng.m-3,,2013
As_PM10,Lithuania,LT,Petra In Seninija,0.187,ng.m-3,,2013
As_PM10,Lithuania,LT,Tauragn Seninija,0.1329,ng.m-3,,2013
As_PM10,Lithuania,LT,Unk,0.1888,ng.m-3,,2013
As_PM10,Malta,MT,Gharb,1.83,ng.m-3,,2013
As_PM10,Malta,MT,Msida,1.8308,ng.m-3,15815,2013
As_PM10,Malta,MT,Paola,3.67,ng.m-3,9789,2013
As_PM10,Malta,MT,Zejtun,3.1691,ng.m-3,12719,2013
As_PM10,Norway,NO,Birkenes,0.151,ng.m-3,5480,2013
As_PM10,Norway,NO,Kristiansand,1.46,ng.m-3,116986,2013
As_PM10,Norway,NO,Sr-Varanger,3.24,ng.m-3,10063,2013
As_PM10,Poland,PL,Biaystok,1.376,ng.m-3,291688,2013
As_PM10,Poland,PL,Bielsko-Biaa,1.134,ng.m-3,165766,2013
As_PM10,Poland,PL,Brzeziny,1.6429,ng.m-3,11949,2013
As_PM10,Poland,PL,Bydgoszcz,1.3122,ng.m-3,326434,2013
As_PM10,Poland,PL,Ciechocinek,0.8815,ng.m-3,10153,2013
As_PM10,Poland,PL,Czestochowa,1.7679,ng.m-3,205969,2013
As_PM10,Poland,PL,Dabrowa Gornicza,1.5672,ng.m-3,113460,2013
As_PM10,Poland,PL,Elblag,2.0278,ng.m-3,112923,2013
As_PM10,Poland,PL,Gdansk,1.0221,ng.m-3,487371,2013
As_PM10,Poland,PL,Godow,2.2114,ng.m-3,13712,2013
As_PM10,Poland,PL,Gogow,15.9654,ng.m-3,62049,2013
As_PM10,Poland,PL,Gorzow Wielkopolski,1.3639,ng.m-3,115247,2013
As_PM10,Poland,PL,Grudziadz,1.2036,ng.m-3,88658,2013
As_PM10,Poland,PL,Gubczyce,2.3535,ng.m-3,20847,2013
As_PM10,Poland,PL,Inowrocaw,0.502,ng.m-3,67378,2013
As_PM10,Poland,PL,Jaso,1.5811,ng.m-3,32727,2013
As_PM10,Poland,PL,Kalisz,1.6024,ng.m-3,93137,2013
As_PM10,Poland,PL,Katowice,1.8792,ng.m-3,279190,2013
As_PM10,Poland,PL,Kielce,1.9175,ng.m-3,182295,2013
As_PM10,Poland,PL,Koscierzyna,1.0,ng.m-3,23296,2013
As_PM10,Poland,PL,Koszalin,0.6417,ng.m-3,105540,2013
As_PM10,Poland,PL,Krakow,1.6794,ng.m-3,806201,2013
As_PM10,Poland,PL,Krosno,1.1807,ng.m-3,44060,2013
As_PM10,Poland,PL,Kwidzyn,1.088,ng.m-3,36854,2013
As_PM10,Poland,PL,Legnica,8.0592,ng.m-3,91948,2013
As_PM10,Poland,PL,Lublin,0.5486,ng.m-3,329565,2013
As_PM10,Poland,PL,Lubliniec,1.5136,ng.m-3,23347,2013
As_PM10,Poland,PL,Malbork,1.0469,ng.m-3,36709,2013
As_PM10,Poland,PL,Mawa,0.942,ng.m-3,30802,2013
As_PM10,Poland,PL,Nako Nad Notecia,1.8276,ng.m-3,29774,2013
As_PM10,Poland,PL,Nidzica,1.8395,ng.m-3,19736,2013
As_PM10,Poland,PL,Nowa Ruda,3.0908,ng.m-3,20421,2013
As_PM10,Poland,PL,Nowy Sacz,1.5089,ng.m-3,80358,2013
As_PM10,Poland,PL,Nowy Tomysl,3.9127,ng.m-3,27759,2013
As_PM10,Poland,PL,Oawa,2.4425,ng.m-3,33166,2013
As_PM10,Poland,PL,Odz,1.7613,ng.m-3,652015,2013
As_PM10,Poland,PL,Olsztyn,1.8612,ng.m-3,167311,2013
As_PM10,Poland,PL,Opoczno,1.9503,ng.m-3,31676,2013
As_PM10,Poland,PL,Opole,3.1585,ng.m-3,126077,2013
As_PM10,Poland,PL,Ostrow Wielkopolski,1.4862,ng.m-3,69260,2013
As_PM10,Poland,PL,Pabianice,1.8247,ng.m-3,60598,2013
As_PM10,Poland,PL,Pia,0.8675,ng.m-3,70054,2013
As_PM10,Poland,PL,Piotrkow Trybunalski,1.9851,ng.m-3,66519,2013
As_PM10,Poland,PL,Pock,0.8737,ng.m-3,111190,2013
As_PM10,Poland,PL,Polkowice,7.8327,ng.m-3,26836,2013
As_PM10,Poland,PL,Poznan,1.7797,ng.m-3,538439,2013
As_PM10,Poland,PL,Przemysl,1.1111,ng.m-3,56050,2013
As_PM10,Poland,PL,Pszczyna,1.8289,ng.m-3,52703,2013
As_PM10,Poland,PL,Radom,0.9722,ng.m-3,196005,2013
As_PM10,Poland,PL,Radomsko,1.6021,ng.m-3,42973,2013
As_PM10,Poland,PL,Rawa Mazowiecka,1.761,ng.m-3,15941,2013
As_PM10,Poland,PL,Rybnik,1.6248,ng.m-3,130887,2013
As_PM10,Poland,PL,Rzeszow,1.0628,ng.m-3,197268,2013
As_PM10,Poland,PL,Siedlce,0.8535,ng.m-3,75297,2013
As_PM10,Poland,PL,Sieradz,1.8675,ng.m-3,38729,2013
As_PM10,Poland,PL,Skierniewice,1.467,ng.m-3,45184,2013
As_PM10,Poland,PL,Sulecin,1.3836,ng.m-3,15028,2013
As_PM10,Poland,PL,Supsk,1.0,ng.m-3,85504,2013
As_PM10,Poland,PL,Szczawno-Zdroj,2.8046,ng.m-3,5240,2013
As_PM10,Poland,PL,Szczecin,0.7163,ng.m-3,389066,2013
As_PM10,Poland,PL,Szczecinek,0.9004,ng.m-3,37557,2013
As_PM10,Poland,PL,Tarnow,1.2151,ng.m-3,103129,2013
As_PM10,Poland,PL,Tarnowskie Gory,1.756,ng.m-3,61321,2013
As_PM10,Poland,PL,Tomaszow Mazowiecki,1.3916,ng.m-3,57438,2013
As_PM10,Poland,PL,Torun,1.0553,ng.m-3,194771,2013
As_PM10,Poland,PL,Tuchola,0.7077,ng.m-3,19589,2013
As_PM10,Poland,PL,Wabrzych,2.3165,ng.m-3,100294,2013
As_PM10,Poland,PL,Wadysawowo,1.0364,ng.m-3,14298,2013
As_PM10,Poland,PL,Warszawa,1.1234,ng.m-3,1861599,2013
As_PM10,Poland,PL,Widuchowa,0.719,ng.m-3,4980,2013
As_PM10,Poland,PL,Wielun,1.6553,ng.m-3,29525,2013
As_PM10,Poland,PL,Wocawek,0.9871,ng.m-3,100807,2013
As_PM10,Poland,PL,Wrocaw,3.1343,ng.m-3,673743,2013
As_PM10,Poland,PL,Wschowa,8.859,ng.m-3,20013,2013
As_PM10,Poland,PL,Zakopane,2.2195,ng.m-3,25204,2013
As_PM10,Poland,PL,Zamosc,0.6662,ng.m-3,58231,2013
As_PM10,Poland,PL,Zary,9.5089,ng.m-3,34837,2013
As_PM10,Poland,PL,Zdunska Wola,2.4291,ng.m-3,38402,2013
As_PM10,Poland,PL,Zgorzelec,2.8388,ng.m-3,28931,2013
As_PM10,Poland,PL,Zielona Gora,6.6951,ng.m-3,138932,2013
As_PM10,Romania,RO,Bacau,0.3716,ng.m-3,190164,2013
As_PM10,Romania,RO,Blejoi,0.4809,ng.m-3,9749,2013
As_PM10,Romania,RO,Campulung,0.5849,ng.m-3,32677,2013
As_PM10,Romania,RO,Comuna Sinandrei,1.0558,ng.m-3,,2013
As_PM10,Romania,RO,Galati,0.2306,ng.m-3,300550,2013
As_PM10,Romania,RO,Isaccea,0.5165,ng.m-3,4990,2013
As_PM10,Romania,RO,Medias,0.9334,ng.m-3,53926,2013
As_PM10,Romania,RO,Moravita,0.8286,ng.m-3,2653,2013
As_PM10,Romania,RO,Pitesti;Str.Victoriei Nr.20; Cod Postal 110017,0.6182,ng.m-3,1506,2013
As_PM10,Romania,RO,Ploiesti,0.6345,ng.m-3,211219,2013
As_PM10,Romania,RO,Poiana Stampei,0.1469,ng.m-3,2252,2013
As_PM10,Romania,RO,Rovinari,1.3871,ng.m-3,12597,2013
As_PM10,Romania,RO,Timisoara,1.0108,ng.m-3,302732,2013
As_PM10,Romania,RO,Tulcea,0.563,ng.m-3,80222,2013
As_PM10,Romania,RO,Turceni,1.1324,ng.m-3,7746,2013
As_PM10,Slovenia,SI,Crna Na Koroskem,1.709,ng.m-3,3061,2013
As_PM10,Slovenia,SI,Kocevje,0.294,ng.m-3,15661,2013
As_PM10,Slovenia,SI,Ljubljana,0.4905,ng.m-3,297575,2013
