pollutant,country,sampling_point,station_name,municipality,latitude,longitude,station_area,annual_mean,n_observations,unit,agg_type,year
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,17.5983,8413,ug.m-3,hour,2014
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,17.1655,8553,ug.m-3,hour,2015
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,16.2680,8102,ug.m-3,hour,2016
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,16.6367,8575,ug.m-3,hour,2017
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,16.0697,8553,ug.m-3,hour,2018
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,15.7059,8437,ug.m-3,hour,2019
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,15.0419,8683,ug.m-3,hour,2020
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,25.3070,158,ug.m-3,hour,2021
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,10.3883,392,ug.m-3,hour,2024
PM10,FR,SPO-FR34025_5,La Bruyère,TOURS,47.41908,0.68294,urban,9.8000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,34.9457,7780,ug.m-3,hour,2013
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,30.0650,8598,ug.m-3,hour,2014
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,30.9572,8346,ug.m-3,hour,2015
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,29.8396,8229,ug.m-3,hour,2016
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,32.7002,8517,ug.m-3,hour,2017
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,29.6869,8541,ug.m-3,hour,2018
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,29.8562,8440,ug.m-3,hour,2019
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,25.7701,8555,ug.m-3,hour,2020
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,28.1496,8601,ug.m-3,hour,2021
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,28.7045,8574,ug.m-3,hour,2022
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,25.1991,8488,ug.m-3,hour,2023
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,20.3836,8444,ug.m-3,hour,2024
PM10,FR,SPO-FR24035_5,NICE PROMENADE,NICE,43.68929,7.24207,urban,44.2000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,13.5042,8346,ug.m-3,hour,2019
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,13.4075,8549,ug.m-3,hour,2020
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,13.7270,8437,ug.m-3,hour,2021
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,14.6591,8160,ug.m-3,hour,2022
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,11.8476,8352,ug.m-3,hour,2023
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,12.5341,7993,ug.m-3,hour,2024
PM10,FR,SPO-FR07061_5,Riom Périurbaine,RIOM,45.89674,3.12225,suburban,44.2000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,21.2722,8586,ug.m-3,hour,2013
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,20.4617,8384,ug.m-3,hour,2014
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,20.3434,8305,ug.m-3,hour,2015
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,16.2182,7953,ug.m-3,hour,2016
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,15.2855,8509,ug.m-3,hour,2017
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,18.2007,7988,ug.m-3,hour,2018
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,17.5933,7844,ug.m-3,hour,2019
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,14.2236,8200,ug.m-3,hour,2020
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,15.2756,8554,ug.m-3,hour,2021
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,16.2478,8595,ug.m-3,hour,2022
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,14.6535,8486,ug.m-3,hour,2023
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,14.0359,8448,ug.m-3,hour,2024
PM10,FR,SPO-FR30033_5,Jonville en Woevre,JONVILLE-EN-WOËVRE,49.06583,5.78556,rural-regional,2.3000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,22.3817,8640,ug.m-3,hour,2013
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,19.2230,8597,ug.m-3,hour,2014
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,18.1992,8588,ug.m-3,hour,2015
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,17.2783,8401,ug.m-3,hour,2016
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,17.6861,8362,ug.m-3,hour,2017
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,17.4740,8440,ug.m-3,hour,2018
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,17.5604,8507,ug.m-3,hour,2019
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,15.2244,8545,ug.m-3,hour,2020
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,16.1365,7521,ug.m-3,hour,2021
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,14.2845,2110,ug.m-3,hour,2022
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,15.7945,8175,ug.m-3,hour,2023
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,13.9737,8472,ug.m-3,hour,2024
PM10,FR,SPO-FR18042_5,P. Roth St Quentin,SAINT-QUENTIN,49.85133,3.284,urban,18.6000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR43001_5,Kawéni Village,MAMOUDZOU,-12.77294,45.22321,urban,33.1902,6492,ug.m-3,hour,2023
PM10,FR,SPO-FR43001_5,Kawéni Village,MAMOUDZOU,-12.77294,45.22321,urban,31.5359,6898,ug.m-3,hour,2024
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,20.4101,8531,ug.m-3,hour,2013
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,18.4758,8659,ug.m-3,hour,2014
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,18.0287,8449,ug.m-3,hour,2015
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,16.9838,8346,ug.m-3,hour,2016
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,18.6779,8320,ug.m-3,hour,2017
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,18.0697,8688,ug.m-3,hour,2018
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,12.9611,8516,ug.m-3,hour,2019
PM10,FR,SPO-FR34018_5,Montargis,VILLEMANDEUR,47.99789,2.7195,urban,11.0808,1813,ug.m-3,hour,2020
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,24.9093,7038,ug.m-3,hour,2013
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,19.9298,8571,ug.m-3,hour,2014
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,21.9020,8173,ug.m-3,hour,2015
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,20.5800,7902,ug.m-3,hour,2016
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,21.1641,8241,ug.m-3,hour,2017
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,23.4646,8515,ug.m-3,hour,2018
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,24.1953,8377,ug.m-3,hour,2019
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,21.1982,8618,ug.m-3,hour,2020
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,22.1745,8657,ug.m-3,hour,2021
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,22.6353,8622,ug.m-3,hour,2022
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,18.8732,8605,ug.m-3,hour,2023
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,17.7639,8618,ug.m-3,hour,2024
PM10,FR,SPO-FR05089_5,Le Havre Lafaurie-montant,LE HAVRE,49.50019,0.1109,urban,11.4000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR33213_5,ANNEMASSE TRAFIC,ANNEMASSE,46.19081,6.23554,urban,19.4445,8117,ug.m-3,hour,2017
PM10,FR,SPO-FR33213_5,ANNEMASSE TRAFIC,ANNEMASSE,46.19081,6.23554,urban,19.4769,8252,ug.m-3,hour,2018
PM10,FR,SPO-FR33213_5,ANNEMASSE TRAFIC,ANNEMASSE,46.19081,6.23554,urban,19.7492,8294,ug.m-3,hour,2019
PM10,FR,SPO-FR33213_5,ANNEMASSE TRAFIC,ANNEMASSE,46.19081,6.23554,urban,18.0600,7592,ug.m-3,hour,2020
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,18.2145,8429,ug.m-3,hour,2013
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,16.2313,8652,ug.m-3,hour,2014
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,17.4325,8620,ug.m-3,hour,2015
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,18.7024,8380,ug.m-3,hour,2016
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,17.6025,8239,ug.m-3,hour,2017
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,14.8133,8367,ug.m-3,hour,2018
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,14.7447,8382,ug.m-3,hour,2019
PM10,FR,SPO-FR08252_5,GARNOR03,SAINT-LAURENT-DES-ARBRES,44.05447,4.69741,suburban,14.0433,8439,ug.m-3,hour,2020
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,29.5261,8577,ug.m-3,hour,2013
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,27.5391,8600,ug.m-3,hour,2014
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,28.4348,7977,ug.m-3,hour,2015
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,22.9793,8606,ug.m-3,hour,2016
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,23.3771,8675,ug.m-3,hour,2017
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,21.9576,8540,ug.m-3,hour,2018
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,20.9759,8551,ug.m-3,hour,2019
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,20.2769,8371,ug.m-3,hour,2020
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,21.0904,8566,ug.m-3,hour,2021
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,22.0149,7634,ug.m-3,hour,2022
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,20.1156,6502,ug.m-3,hour,2023
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,17.9067,8289,ug.m-3,hour,2024
PM10,FR,SPO-FR15046_5,Grenoble Boulevards,GRENOBLE,45.18069,5.72063,urban,59.4000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,32.4932,8150,ug.m-3,hour,2013
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,29.7642,8610,ug.m-3,hour,2014
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,27.3522,8560,ug.m-3,hour,2015
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,25.7967,8392,ug.m-3,hour,2016
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,27.4677,8450,ug.m-3,hour,2017
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,25.9783,8378,ug.m-3,hour,2018
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,23.8548,7734,ug.m-3,hour,2019
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,21.9699,8635,ug.m-3,hour,2020
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,22.5857,8594,ug.m-3,hour,2021
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,22.5195,8482,ug.m-3,hour,2022
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,18.6833,8615,ug.m-3,hour,2023
PM10,FR,SPO-FR16040_5,Strasbourg A35,STRASBOURG,48.57599,7.72748,urban,86.1000,1,ug.m-3,hour,2024
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,16.3210,8708,ug.m-3,hour,2013
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,15.1775,8302,ug.m-3,hour,2014
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,14.1571,7865,ug.m-3,hour,2015
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,12.2068,6537,ug.m-3,hour,2016
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,13.0055,8443,ug.m-3,hour,2017
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,13.4431,8561,ug.m-3,hour,2018
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,11.2375,8464,ug.m-3,hour,2019
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,10.2582,8496,ug.m-3,hour,2020
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,9.6617,8277,ug.m-3,hour,2021
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,11.7691,8318,ug.m-3,hour,2022
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,9.1234,8370,ug.m-3,hour,2023
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,8.1200,8037,ug.m-3,hour,2024
PM10,FR,SPO-FR82030_5,Montandon Baresans,MONTANDON,47.29464,6.82586,rural-remote,1.1000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR06009_5,Cambrai Gambetta,CAMBRAI,50.17249,3.23606,urban,24.1455,7988,ug.m-3,hour,2013
PM10,FR,SPO-FR06009_5,Cambrai Gambetta,CAMBRAI,50.17249,3.23606,urban,20.7592,8540,ug.m-3,hour,2014
PM10,FR,SPO-FR06009_5,Cambrai Gambetta,CAMBRAI,50.17249,3.23606,urban,20.2796,8225,ug.m-3,hour,2015
PM10,FR,SPO-FR06009_5,Cambrai Gambetta,CAMBRAI,50.17249,3.23606,urban,19.2040,8058,ug.m-3,hour,2016
PM10,FR,SPO-FR06009_5,Cambrai Gambetta,CAMBRAI,50.17249,3.23606,urban,17.7935,8270,ug.m-3,hour,2017
PM10,FR,SPO-FR06009_5,Cambrai Gambetta,CAMBRAI,50.17249,3.23606,urban,21.2911,7708,ug.m-3,hour,2018
PM10,FR,SPO-FR15017_5,Fontaine Les Balmes,FONTAINE,45.19049,5.68702,urban,22.4108,8491,ug.m-3,hour,2013
PM10,FR,SPO-FR15017_5,Fontaine Les Balmes,FONTAINE,45.19049,5.68702,urban,19.6971,8677,ug.m-3,hour,2014
PM10,FR,SPO-FR15017_5,Fontaine Les Balmes,FONTAINE,45.19049,5.68702,urban,21.6779,8582,ug.m-3,hour,2015
PM10,FR,SPO-FR15017_5,Fontaine Les Balmes,FONTAINE,45.19049,5.68702,urban,19.0740,8469,ug.m-3,hour,2016
PM10,FR,SPO-FR15017_5,Fontaine Les Balmes,FONTAINE,45.19049,5.68702,urban,18.7826,8437,ug.m-3,hour,2017
PM10,FR,SPO-FR15017_5,Fontaine Les Balmes,FONTAINE,45.19049,5.68702,urban,13.4897,1093,ug.m-3,hour,2018
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,19.9189,8566,ug.m-3,hour,2013
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,18.2516,2533,ug.m-3,hour,2014
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,18.3837,8415,ug.m-3,hour,2015
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,17.0288,8526,ug.m-3,hour,2016
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,19.5608,8446,ug.m-3,hour,2017
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,19.6229,8328,ug.m-3,hour,2018
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,19.9446,7904,ug.m-3,hour,2019
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,19.1740,8383,ug.m-3,hour,2020
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,20.0170,8340,ug.m-3,hour,2021
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,20.5073,7802,ug.m-3,hour,2022
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,14.9521,8256,ug.m-3,hour,2023
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,12.4032,8405,ug.m-3,hour,2024
PM10,FR,SPO-FR18039_5,Arrest,ARREST,50.12945,1.61083,rural-regional,5.2000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR25055_5,Dieppe Golf,DIEPPE,49.92049,1.04789,suburban,6.6419,31,ug.m-3,hour,2021
PM10,FR,SPO-FR25055_5,Dieppe Golf,DIEPPE,49.92049,1.04789,suburban,14.5437,8623,ug.m-3,hour,2022
PM10,FR,SPO-FR25055_5,Dieppe Golf,DIEPPE,49.92049,1.04789,suburban,14.1009,8535,ug.m-3,hour,2023
PM10,FR,SPO-FR25055_5,Dieppe Golf,DIEPPE,49.92049,1.04789,suburban,12.1485,8743,ug.m-3,hour,2024
PM10,FR,SPO-FR25055_5,Dieppe Golf,DIEPPE,49.92049,1.04789,suburban,3.5000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,23.0542,8574,ug.m-3,hour,2013
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,20.8059,8505,ug.m-3,hour,2014
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,21.2322,8648,ug.m-3,hour,2015
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,18.6266,8608,ug.m-3,hour,2016
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,17.8797,8194,ug.m-3,hour,2017
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,15.9466,8268,ug.m-3,hour,2018
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,14.9805,8664,ug.m-3,hour,2019
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,13.8948,8655,ug.m-3,hour,2020
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,13.9923,8653,ug.m-3,hour,2021
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,15.0661,8355,ug.m-3,hour,2022
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,12.3955,8428,ug.m-3,hour,2023
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,12.9007,3646,ug.m-3,hour,2024
PM10,FR,SPO-FR15018_5,Voiron Urbain,VOIRON,45.36018,5.58942,urban,58.5000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,19.7518,8332,ug.m-3,hour,2013
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,18.1440,8688,ug.m-3,hour,2014
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,16.5333,8497,ug.m-3,hour,2015
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,17.3738,8611,ug.m-3,hour,2016
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,16.6604,8635,ug.m-3,hour,2017
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,16.5286,8534,ug.m-3,hour,2018
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,17.1803,8601,ug.m-3,hour,2019
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,15.2294,8613,ug.m-3,hour,2020
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,15.7690,8688,ug.m-3,hour,2021
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,17.4093,8654,ug.m-3,hour,2022
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,15.4523,8429,ug.m-3,hour,2023
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,12.4613,7945,ug.m-3,hour,2024
PM10,FR,SPO-FR23078_5,SAINT EXUPERY,CHOLET,47.05583,-0.88358,urban,7.2000,1,ug.m-3,hour,2025
PM10,FR,SPO-FR36022_5,Aubenas_belvedere,AUBENAS,44.62228,4.38498,urban,15.7903,7984,ug.m-3,hour,2015
PM10,FR,SPO-FR36022_5,Aubenas_belvedere,AUBENAS,44.62228,4.38498,urban,21.5000,1,ug.m-3,hour,2016
PM10,FR,SPO-FR29428_5,ST ETIENNE ROND PT,SAINT-ETIENNE,45.42208,4.41283,urban,20.7992,8690,ug.m-3,hour,2013
PM10,FR,SPO-FR29428_5,ST ETIENNE ROND PT,SAINT-ETIENNE,45.42208,4.41283,urban,19.6259,8690,ug.m-3,hour,2014
PM10,FR,SPO-FR29428_5,ST ETIENNE ROND PT,SAINT-ETIENNE,45.42208,4.41283,urban,21.0448,7674,ug.m-3,hour,2015
PM10,FR,SPO-FR29428_5,ST ETIENNE ROND PT,SAINT-ETIENNE,45.42208,4.41283,urban,17.3839,8493,ug.m-3,hour,2016
PM10,FR,SPO-FR29428_5,ST ETIENNE ROND PT,SAINT-ETIENNE,45.42208,4.41283,urban,16.6016,8310,ug.m-3,hour,2017
PM10,FR,SPO-FR29428_5,ST ETIENNE ROND PT,SAINT-ETIENNE,45.42208,4.41283,urban,11.5068,752,ug.m-3,hour,2018
PM10,FR,SPO-FR82060_5,Vesoul Pres Caillet,VESOUL,47.62002,6.15764,urban,15.3739,8667,ug.m-3,hour,2013
PM10,FR,SPO-FR82060_5,Vesoul Pres Caillet,VESOUL,47.62002,6.15764,urban,13.6389,8644,ug.m-3,hour,2014
PM10,FR,SPO-FR82060_5,Vesoul Pres Caillet,VESOUL,47.62002,6.15764,urban,15.5769,8631,ug.m-3,hour,2015
