pollutant,country,sampling_point,station_name,municipality,latitude,longitude,station_area,annual_mean,n_observations,unit,agg_type,year
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,1.5572,7923,ug.m-3,hour,2014
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,1.4545,8334,ug.m-3,hour,2015
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,1.1896,8176,ug.m-3,hour,2016
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,1.2530,8307,ug.m-3,hour,2017
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,1.2449,8561,ug.m-3,hour,2018
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,1.1505,8243,ug.m-3,hour,2019
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,0.7595,7922,ug.m-3,hour,2020
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,0.7582,8017,ug.m-3,hour,2021
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,0.7642,7905,ug.m-3,hour,2022
C6H6,DE,SPO.DE_DEHE059_CHB_dataGroup1,Fulda Petersberger Straße,Fulda,50.55003,9.68485,urban,0.5807,75,ug.m-3,hour,2023
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.3833,6,ug.m-3,var,2013
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.4600,5,ug.m-3,var,2014
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.1273,11,ug.m-3,var,2015
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.1300,10,ug.m-3,var,2016
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.1917,12,ug.m-3,var,2017
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.2250,12,ug.m-3,var,2018
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.1105,13,ug.m-3,var,2019
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,0.8515,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,1.1308,13,ug.m-3,var,2021
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,0.9733,12,ug.m-3,var,2022
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,0.8923,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DEHE061_CHB_dataGroup3,Gießen Westanlage,Gießen,50.58411,8.66858,urban,0.8062,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DEBW151_CHB_dataGroup3,Heidelberg Mittermaierstraße,Heidelberg,49.40725,8.677,urban,1.4353,12,ug.m-3,var,2013
C6H6,DE,SPO.DE_DENW387_CHB_dataGroup3,,,,,,1.2862,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DENW387_CHB_dataGroup3,,,,,,1.5408,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DEBW156_CHB_dataGroup3,Schramberg Oberndorfer Straße,Schramberg,48.22915,8.39062,urban,1.4754,11,ug.m-3,var,2013
C6H6,DE,SPO.DE_DEBW156_CHB_dataGroup3,Schramberg Oberndorfer Straße,Schramberg,48.22915,8.39062,urban,1.5330,1,ug.m-3,var,2014
C6H6,DE,SPO.DE_DEBW156_CHB_dataGroup3,Schramberg Oberndorfer Straße,Schramberg,48.22915,8.39062,urban,1.3851,26,ug.m-3,var,2015
C6H6,DE,SPO.DE_DEBW156_CHB_dataGroup3,Schramberg Oberndorfer Straße,Schramberg,48.22915,8.39062,urban,1.2753,13,ug.m-3,var,2016
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.4440,5,ug.m-3,var,2013
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.3960,5,ug.m-3,var,2014
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.2227,11,ug.m-3,var,2015
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.1964,11,ug.m-3,var,2016
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.1650,10,ug.m-3,var,2017
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.0508,13,ug.m-3,var,2018
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,1.0238,13,ug.m-3,var,2019
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,0.9800,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,0.8215,13,ug.m-3,var,2021
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,0.7450,12,ug.m-3,var,2022
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,0.7269,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DENW148_CHB_dataGroup3,Köln Justinianstraße,Köln,50.93827,6.97789,urban,0.7485,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.7409,32,ug.m-3,var,2013
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.6529,31,ug.m-3,var,2014
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.6123,84,ug.m-3,var,2015
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.5470,88,ug.m-3,var,2016
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.6023,77,ug.m-3,var,2017
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.5940,93,ug.m-3,var,2018
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.5078,90,ug.m-3,var,2019
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.5029,92,ug.m-3,var,2020
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.5714,92,ug.m-3,var,2021
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.4823,96,ug.m-3,var,2022
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.4169,93,ug.m-3,var,2023
C6H6,DE,SPO.DE_DENW247_CHB_dataGroup3,Essen-Schuir (LANUV),Essen,51.40685,6.96559,suburban,0.4567,94,ug.m-3,var,2024
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,1.0725,6,ug.m-3,var,2013
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,0.7970,5,ug.m-3,var,2014
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,0.9342,11,ug.m-3,var,2015
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,0.8745,11,ug.m-3,var,2016
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,1.0326,11,ug.m-3,var,2017
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,1.0198,12,ug.m-3,var,2018
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,0.8253,12,ug.m-3,var,2019
C6H6,DE,SPO.DE_DESH022_CHB_dataGroup3,Flensburg,Flensburg,54.78143,9.43809,urban,0.7779,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.4522,6,ug.m-3,var,2013
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.3237,4,ug.m-3,var,2014
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.4246,10,ug.m-3,var,2015
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.6004,5,ug.m-3,var,2016
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.5953,7,ug.m-3,var,2017
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.5767,12,ug.m-3,var,2018
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.4897,12,ug.m-3,var,2019
C6H6,DE,SPO.DE_DESH008_CHB_dataGroup3,Bornhöved,Ruhwinkel,54.09323,10.2406,rural-regional,0.5265,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DEBB088_CHB_dataGroup3,Premnitz; OT Döberitz,Premnitz,52.52401,12.37016,suburban,0.6045,49,ug.m-3,var,2014
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.4480,12,ug.m-3,var,2013
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.5034,12,ug.m-3,var,2014
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.4258,13,ug.m-3,var,2015
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.4509,13,ug.m-3,var,2016
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.4077,13,ug.m-3,var,2017
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.4627,13,ug.m-3,var,2018
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.3535,12,ug.m-3,var,2019
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.3820,11,ug.m-3,var,2020
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.3919,13,ug.m-3,var,2021
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.3679,13,ug.m-3,var,2022
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.3540,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DENI031_CHB_dataGroup3,Jadebusen,Wilhelmshaven,53.59617,8.09059,rural,0.3373,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.2992,8416,ug.m-3,hour,2013
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.2019,8248,ug.m-3,hour,2014
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.5156,8383,ug.m-3,hour,2015
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.5516,8295,ug.m-3,hour,2016
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.4117,8294,ug.m-3,hour,2017
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.4509,8401,ug.m-3,hour,2018
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.2906,8418,ug.m-3,hour,2019
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.1039,8449,ug.m-3,hour,2020
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.0395,8211,ug.m-3,hour,2021
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,1.0477,8463,ug.m-3,hour,2022
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,0.8993,8083,ug.m-3,hour,2023
C6H6,DE,SPO.DE_DEHE037_CHB_dataGroup1,Wiesbaden Ringkirche,Wiesbaden,50.07719,8.23032,urban,0.7773,8302,ug.m-3,hour,2024
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,1.3686,7838,ug.m-3,hour,2013
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,1.5573,7829,ug.m-3,hour,2014
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,1.6073,7857,ug.m-3,hour,2015
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,1.4502,7751,ug.m-3,hour,2016
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,1.3751,7668,ug.m-3,hour,2017
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,1.2956,7689,ug.m-3,hour,2018
C6H6,DE,SPO.DE_DEHH070_CHB_dataGroup1,Hamburg Max-Brauer-Allee II (Straße),Hamburg,53.55567,9.94301,urban,0.6819,28,ug.m-3,hour,2019
C6H6,DE,SPO.DE_DEBY063_CHB_dataGroup3,Regensburg/Rathaus,Regensburg,49.01525,12.10156,urban,1.4560,5,ug.m-3,var,2013
C6H6,DE,SPO.DE_DEBY063_CHB_dataGroup3,Regensburg/Rathaus,Regensburg,49.01525,12.10156,urban,1.1133,6,ug.m-3,var,2014
C6H6,DE,SPO.DE_DEBY063_CHB_dataGroup3,Regensburg/Rathaus,Regensburg,49.01525,12.10156,urban,1.1725,12,ug.m-3,var,2015
C6H6,DE,SPO.DE_DEBY063_CHB_dataGroup3,Regensburg/Rathaus,Regensburg,49.01525,12.10156,urban,1.2250,12,ug.m-3,var,2016
C6H6,DE,SPO.DE_DEBY063_CHB_dataGroup3,Regensburg/Rathaus,Regensburg,49.01525,12.10156,urban,1.0092,12,ug.m-3,var,2017
C6H6,DE,SPO.DE_DEBY063_CHB_dataGroup3,Regensburg/Rathaus,Regensburg,49.01525,12.10156,urban,1.0193,14,ug.m-3,var,2018
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.5940,5,ug.m-3,var,2013
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.4567,6,ug.m-3,var,2014
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.3700,11,ug.m-3,var,2015
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.2833,12,ug.m-3,var,2016
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.2564,11,ug.m-3,var,2017
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.2308,12,ug.m-3,var,2018
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.3800,13,ug.m-3,var,2019
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,1.1531,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,0.9642,12,ug.m-3,var,2021
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,0.8333,12,ug.m-3,var,2022
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,0.8708,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DENW319_CHB_dataGroup3,Gelsenkirchen-Hassel Pawiker Straße,Gelsenkirchen,51.60016,7.04185,urban,0.9600,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,1.0616,43,ug.m-3,var,2013
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,1.0923,44,ug.m-3,var,2014
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,1.1323,82,ug.m-3,var,2015
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,1.0106,86,ug.m-3,var,2016
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.9124,82,ug.m-3,var,2017
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.8803,86,ug.m-3,var,2018
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.8162,89,ug.m-3,var,2019
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.7796,93,ug.m-3,var,2020
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.7643,83,ug.m-3,var,2021
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.8189,91,ug.m-3,var,2022
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.7699,96,ug.m-3,var,2023
C6H6,DE,SPO.DE_DENW043_CHB_dataGroup3,Essen-Ost Steeler Straße,Essen,51.45118,7.03053,urban,0.7040,94,ug.m-3,var,2024
C6H6,DE,SPO.DE_DERP042_CHB_dataGroup3,Pirmasens Schäferstr.,Pirmasens,49.19994,7.60305,urban,1.4000,23,ug.m-3,var,2013
C6H6,DE,SPO.DE_DERP042_CHB_dataGroup3,Pirmasens Schäferstr.,Pirmasens,49.19994,7.60305,urban,0.9967,30,ug.m-3,var,2014
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,0.9702,5,ug.m-3,var,2013
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,0.9888,5,ug.m-3,var,2014
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,1.0337,11,ug.m-3,var,2015
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,1.0360,11,ug.m-3,var,2016
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,1.1964,11,ug.m-3,var,2017
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,1.1575,11,ug.m-3,var,2018
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,0.9549,12,ug.m-3,var,2019
C6H6,DE,SPO.DE_DESH027_CHB_dataGroup3,Kiel-Bahnhofstr. Verk.,Kiel,54.30468,10.13516,urban,0.8781,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DEBY052_CHB_dataGroup3,Neu-Ulm/Gabelsbergerstraße,Neu-Ulm,48.39708,10.00829,urban,0.7270,10,ug.m-3,var,2015
C6H6,DE,SPO.DE_DEBY052_CHB_dataGroup3,Neu-Ulm/Gabelsbergerstraße,Neu-Ulm,48.39708,10.00829,urban,0.8750,12,ug.m-3,var,2016
C6H6,DE,SPO.DE_DEBY052_CHB_dataGroup3,Neu-Ulm/Gabelsbergerstraße,Neu-Ulm,48.39708,10.00829,urban,0.7608,12,ug.m-3,var,2017
C6H6,DE,SPO.DE_DEBY052_CHB_dataGroup3,Neu-Ulm/Gabelsbergerstraße,Neu-Ulm,48.39708,10.00829,urban,0.7762,13,ug.m-3,var,2018
C6H6,DE,SPO.DE_DETH043_CHB_dataGroup3,Erfurt Bergstr.,Erfurt,50.98487,11.01935,urban,0.5904,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DETH043_CHB_dataGroup3,Erfurt Bergstr.,Erfurt,50.98487,11.01935,urban,0.4926,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.7167,6,ug.m-3,var,2013
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.9800,5,ug.m-3,var,2014
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.7222,9,ug.m-3,var,2015
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.6545,11,ug.m-3,var,2016
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.7833,12,ug.m-3,var,2017
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.7667,12,ug.m-3,var,2018
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.6562,13,ug.m-3,var,2019
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.5717,13,ug.m-3,var,2020
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.7592,13,ug.m-3,var,2021
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.6427,11,ug.m-3,var,2022
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.6023,13,ug.m-3,var,2023
C6H6,DE,SPO.DE_DEHE044_CHB_dataGroup3,Limburg,Limburg a.d. Lahn,50.38322,8.061,urban,0.4685,13,ug.m-3,var,2024
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.7852,23,ug.m-3,var,2013
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.6935,26,ug.m-3,var,2014
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.6312,50,ug.m-3,var,2015
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.6387,52,ug.m-3,var,2016
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.6377,52,ug.m-3,var,2017
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.5967,49,ug.m-3,var,2018
C6H6,DE,SPO.DE_DEBB086_CHB_dataGroup3,Blankenfelde-Mahlow,Blankenfelde-Mahlow,52.3497,13.4243,suburban,0.5296,52,ug.m-3,var,2019
