Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,age,age_code,Ethnicity,Ethnicity Code,Count,disease_id,disease_name,mcs_id,mcs_name,people_id,vs_id,country_id,country_name,country
,Lung and Bronchus,22030,Female,F,2009,2009.0,85+ years,85+,Hispanic,2135-2,301,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2009,2009.0,85+ years,85+,Non-Hispanic,2186-5,8854,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,20-24 years,20-24,Non-Hispanic,2186-5,35,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_female_non-hispanic,vstat_C0242379_US_PRI_20-24_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,25-29 years,25-29,Non-Hispanic,2186-5,58,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_female_non-hispanic,vstat_C0242379_US_PRI_25-29_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,30-34 years,30-34,Hispanic,2135-2,22,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_hispanic,vstat_C0242379_US_PRI_30-34_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,30-34 years,30-34,Non-Hispanic,2186-5,103,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_non-hispanic,vstat_C0242379_US_PRI_30-34_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,35-39 years,35-39,Hispanic,2135-2,35,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_hispanic,vstat_C0242379_US_PRI_35-39_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,35-39 years,35-39,Non-Hispanic,2186-5,286,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_non-hispanic,vstat_C0242379_US_PRI_35-39_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,40-44 years,40-44,Hispanic,2135-2,83,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_hispanic,vstat_C0242379_US_PRI_40-44_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,40-44 years,40-44,Non-Hispanic,2186-5,943,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_non-hispanic,vstat_C0242379_US_PRI_40-44_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,45-49 years,45-49,Hispanic,2135-2,162,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_hispanic,vstat_C0242379_US_PRI_45-49_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,45-49 years,45-49,Non-Hispanic,2186-5,3026,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_non-hispanic,vstat_C0242379_US_PRI_45-49_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,50-54 years,50-54,Hispanic,2135-2,248,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_hispanic,vstat_C0242379_US_PRI_50-54_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,50-54 years,50-54,Non-Hispanic,2186-5,5999,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_non-hispanic,vstat_C0242379_US_PRI_50-54_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,55-59 years,55-59,Hispanic,2135-2,332,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_hispanic,vstat_C0242379_US_PRI_55-59_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,55-59 years,55-59,Non-Hispanic,2186-5,8062,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_non-hispanic,vstat_C0242379_US_PRI_55-59_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,60-64 years ,60-64,Hispanic,2135-2,419,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_hispanic,vstat_C0242379_US_PRI_60-64_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,60-64 years ,60-64,Non-Hispanic,2186-5,11652,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_non-hispanic,vstat_C0242379_US_PRI_60-64_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,65-69 years,65-69,Hispanic,2135-2,558,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_hispanic,vstat_C0242379_US_PRI_65-69_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,65-69 years,65-69,Non-Hispanic,2186-5,15200,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_non-hispanic,vstat_C0242379_US_PRI_65-69_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,70-74 years,70-74,Hispanic,2135-2,537,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_hispanic,vstat_C0242379_US_PRI_70-74_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,70-74 years,70-74,Non-Hispanic,2186-5,15350,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_non-hispanic,vstat_C0242379_US_PRI_70-74_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,75-79 years,75-79,Hispanic,2135-2,542,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_hispanic,vstat_C0242379_US_PRI_75-79_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,75-79 years,75-79,Non-Hispanic,2186-5,14696,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_non-hispanic,vstat_C0242379_US_PRI_75-79_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,80-84 years,80-84,Hispanic,2135-2,436,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_hispanic,vstat_C0242379_US_PRI_80-84_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,80-84 years,80-84,Non-Hispanic,2186-5,11769,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_non-hispanic,vstat_C0242379_US_PRI_80-84_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,85+ years,85+,Hispanic,2135-2,305,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2010,2010.0,85+ years,85+,Non-Hispanic,2186-5,9191,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,20-24 years,20-24,Non-Hispanic,2186-5,30,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_female_non-hispanic,vstat_C0242379_US_PRI_20-24_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,25-29 years,25-29,Non-Hispanic,2186-5,65,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_female_non-hispanic,vstat_C0242379_US_PRI_25-29_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,30-34 years,30-34,Non-Hispanic,2186-5,123,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_non-hispanic,vstat_C0242379_US_PRI_30-34_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,35-39 years,35-39,Hispanic,2135-2,38,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_hispanic,vstat_C0242379_US_PRI_35-39_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,35-39 years,35-39,Non-Hispanic,2186-5,288,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_non-hispanic,vstat_C0242379_US_PRI_35-39_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,40-44 years,40-44,Hispanic,2135-2,66,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_hispanic,vstat_C0242379_US_PRI_40-44_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,40-44 years,40-44,Non-Hispanic,2186-5,910,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_non-hispanic,vstat_C0242379_US_PRI_40-44_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,45-49 years,45-49,Hispanic,2135-2,140,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_hispanic,vstat_C0242379_US_PRI_45-49_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,45-49 years,45-49,Non-Hispanic,2186-5,2767,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_non-hispanic,vstat_C0242379_US_PRI_45-49_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,50-54 years,50-54,Hispanic,2135-2,262,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_hispanic,vstat_C0242379_US_PRI_50-54_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,50-54 years,50-54,Non-Hispanic,2186-5,6023,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_non-hispanic,vstat_C0242379_US_PRI_50-54_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,55-59 years,55-59,Hispanic,2135-2,382,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_hispanic,vstat_C0242379_US_PRI_55-59_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,55-59 years,55-59,Non-Hispanic,2186-5,8343,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_non-hispanic,vstat_C0242379_US_PRI_55-59_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,60-64 years ,60-64,Hispanic,2135-2,461,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_hispanic,vstat_C0242379_US_PRI_60-64_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,60-64 years ,60-64,Non-Hispanic,2186-5,11957,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_non-hispanic,vstat_C0242379_US_PRI_60-64_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,65-69 years,65-69,Hispanic,2135-2,570,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_hispanic,vstat_C0242379_US_PRI_65-69_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,65-69 years,65-69,Non-Hispanic,2186-5,15394,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_non-hispanic,vstat_C0242379_US_PRI_65-69_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,70-74 years,70-74,Hispanic,2135-2,594,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_hispanic,vstat_C0242379_US_PRI_70-74_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,70-74 years,70-74,Non-Hispanic,2186-5,15697,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_non-hispanic,vstat_C0242379_US_PRI_70-74_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,75-79 years,75-79,Hispanic,2135-2,535,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_hispanic,vstat_C0242379_US_PRI_75-79_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,75-79 years,75-79,Non-Hispanic,2186-5,14416,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_non-hispanic,vstat_C0242379_US_PRI_75-79_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,80-84 years,80-84,Hispanic,2135-2,450,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_hispanic,vstat_C0242379_US_PRI_80-84_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,80-84 years,80-84,Non-Hispanic,2186-5,11629,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_non-hispanic,vstat_C0242379_US_PRI_80-84_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,85+ years,85+,Hispanic,2135-2,337,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2011,2011.0,85+ years,85+,Non-Hispanic,2186-5,9080,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,20-24 years,20-24,Non-Hispanic,2186-5,29,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_female_non-hispanic,vstat_C0242379_US_PRI_20-24_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,25-29 years,25-29,Non-Hispanic,2186-5,59,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_female_non-hispanic,vstat_C0242379_US_PRI_25-29_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,30-34 years,30-34,Hispanic,2135-2,22,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_hispanic,vstat_C0242379_US_PRI_30-34_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,30-34 years,30-34,Non-Hispanic,2186-5,117,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_non-hispanic,vstat_C0242379_US_PRI_30-34_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,35-39 years,35-39,Hispanic,2135-2,40,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_hispanic,vstat_C0242379_US_PRI_35-39_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,35-39 years,35-39,Non-Hispanic,2186-5,235,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_non-hispanic,vstat_C0242379_US_PRI_35-39_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,40-44 years,40-44,Hispanic,2135-2,70,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_hispanic,vstat_C0242379_US_PRI_40-44_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,40-44 years,40-44,Non-Hispanic,2186-5,845,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_non-hispanic,vstat_C0242379_US_PRI_40-44_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,45-49 years,45-49,Hispanic,2135-2,162,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_hispanic,vstat_C0242379_US_PRI_45-49_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2012,2012.0,45-49 years,45-49,Non-Hispanic,2186-5,2633,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_non-hispanic,vstat_C0242379_US_PRI_45-49_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
